"Meas. Pts.","Sliding Speed","Friction Factor","Frictional Force","Normal Force"
"1","0.00000466","0.207","0.294","1"
"2","0.00000482","0.383","0.542","1"
"3","0.00000487","0.407","0.575","0.999"
"4","0.00000496","0.428","0.604","0.999"
"5","0.00000506","0.445","0.628","0.998"
"6","0.00000516","0.455","0.643","0.999"
"7","0.00000525","0.463","0.654","0.999"
"8","0.00000534","0.468","0.661","0.998"
"9","0.00000545","0.472","0.666","0.998"
"10","0.00000556","0.478","0.675","0.998"
"11","0.00000565","0.476","0.672","0.998"
"12","0.00000575","0.478","0.674","0.997"
"13","0.00000586","0.481","0.679","0.997"
"14","0.00000597","0.482","0.68","0.997"
"15","0.00000607","0.48","0.677","0.997"
"16","0.00000619","0.479","0.675","0.997"
"17","0.00000631","0.477","0.672","0.997"
"18","0.00000643","0.47","0.662","0.997"
"19","0.00000654","0.465","0.655","0.997"
"20","0.00000666","0.465","0.656","0.996"
"21","0.00000679","0.468","0.659","0.996"
"22","0.00000691","0.463","0.652","0.996"
"23","0.00000704","0.459","0.647","0.996"
"24","0.00000717","0.46","0.647","0.995"
"25","0.0000073","0.465","0.654","0.995"
"26","0.00000744","0.47","0.661","0.995"
"27","0.00000757","0.475","0.668","0.994"
"28","0.00000772","0.473","0.666","0.995"
"29","0.00000786","0.47","0.661","0.995"
"30","0.00000801","0.465","0.654","0.995"
"31","0.00000817","0.463","0.652","0.995"
"32","0.00000831","0.463","0.651","0.994"
"33","0.00000846","0.466","0.655","0.994"
"34","0.00000862","0.469","0.659","0.994"
"35","0.00000878","0.468","0.658","0.993"
"36","0.00000896","0.473","0.664","0.993"
"37","0.00000911","0.48","0.673","0.993"
"38","0.00000928","0.49","0.687","0.992"
"39","0.00000946","0.494","0.692","0.991"
"40","0.00000962","0.491","0.688","0.991"
"41","0.0000098","0.486","0.682","0.991"
"42","0.00000999","0.479","0.672","0.991"
"43","0.0000102","0.473","0.664","0.991"
"44","0.0000104","0.464","0.65","0.992"
"45","0.0000106","0.455","0.638","0.991"
"46","0.0000108","0.452","0.633","0.991"
"47","0.0000109","0.452","0.633","0.99"
"48","0.0000111","0.452","0.632","0.99"
"49","0.0000113","0.446","0.625","0.989"
"50","0.0000116","0.441","0.617","0.989"
"51","0.0000118","0.428","0.599","0.989"
"52","0.000012","0.426","0.596","0.988"
"53","0.0000122","0.431","0.602","0.988"
"54","0.0000125","0.434","0.606","0.987"
"55","0.0000127","0.426","0.595","0.988"
"56","0.0000129","0.424","0.592","0.987"
"57","0.0000131","0.415","0.58","0.987"
