"Meas. Pts.","Sliding Speed","Friction Factor","Frictional Force","Normal Force"
"1","0.00000474","0.131","0.187","1.01"
"2","0.00000478","0.154","0.219","1"
"3","0.00000487","0.167","0.236","1"
"4","0.00000497","0.178","0.252","0.999"
"5","0.00000506","0.186","0.263","0.998"
"6","0.00000515","0.193","0.272","0.996"
"7","0.00000525","0.199","0.28","0.995"
"8","0.00000535","0.205","0.288","0.994"
"9","0.00000545","0.211","0.296","0.994"
"10","0.00000555","0.216","0.303","0.993"
"11","0.00000565","0.219","0.306","0.992"
"12","0.00000576","0.221","0.309","0.991"
"13","0.00000586","0.224","0.313","0.99"
"14","0.00000597","0.228","0.319","0.989"
"15","0.00000608","0.229","0.32","0.988"
"16","0.0000062","0.23","0.322","0.989"
"17","0.0000063","0.231","0.323","0.988"
"18","0.00000642","0.231","0.322","0.987"
"19","0.00000655","0.231","0.323","0.986"
"20","0.00000667","0.233","0.324","0.986"
"21","0.00000678","0.232","0.324","0.986"
"22","0.00000692","0.232","0.323","0.984"
"23","0.00000705","0.23","0.32","0.985"
"24","0.00000717","0.226","0.314","0.984"
"25","0.00000731","0.223","0.31","0.984"
"26","0.00000745","0.219","0.305","0.984"
"27","0.00000758","0.217","0.303","0.984"
"28","0.00000771","0.217","0.302","0.983"
"29","0.00000786","0.217","0.302","0.984"
"30","0.00000801","0.22","0.306","0.983"
"31","0.00000816","0.222","0.309","0.985"
"32","0.0000083","0.222","0.31","0.985"
"33","0.00000846","0.223","0.31","0.983"
"34","0.00000862","0.222","0.309","0.983"
"35","0.00000878","0.223","0.31","0.983"
"36","0.00000894","0.224","0.311","0.982"
"37","0.00000911","0.224","0.31","0.982"
"38","0.00000928","0.22","0.305","0.981"
"39","0.00000944","0.216","0.3","0.981"
"40","0.00000962","0.214","0.297","0.981"
"41","0.00000981","0.214","0.296","0.98"
"42","0.00000999","0.211","0.294","0.985"
"43","0.0000102","0.21","0.292","0.985"
"44","0.0000104","0.211","0.293","0.984"
"45","0.0000106","0.209","0.29","0.984"
"46","0.0000107","0.206","0.286","0.984"
"47","0.000011","0.202","0.281","0.983"
"48","0.0000112","0.199","0.276","0.983"
"49","0.0000114","0.197","0.273","0.982"
"50","0.0000116","0.195","0.27","0.982"
"51","0.0000118","0.193","0.268","0.982"
"52","0.000012","0.191","0.266","0.981"
"53","0.0000122","0.191","0.265","0.981"
"54","0.0000125","0.189","0.263","0.987"
"55","0.0000127","0.184","0.257","0.986"
"56","0.0000129","0.181","0.253","0.986"
"57","0.0000131","0.175","0.246","0.993"
"58","0.0000134","0.172","0.242","0.994"
"59","0.0000136","0.169","0.238","0.993"
"60","0.0000139","0.167","0.235","0.993"
"61","0.0000142","0.164","0.23","0.993"
"62","0.0000144","0.162","0.227","0.993"
"63","0.0000147","0.159","0.223","0.993"
"64","0.000015","0.158","0.221","0.992"
"65","0.0000152","0.157","0.22","0.992"
"66","0.0000155","0.158","0.221","0.991"
"67","0.0000158","0.157","0.22","0.991"
"68","0.0000161","0.154","0.216","0.99"
"69","0.0000164","0.15","0.211","0.99"
"70","0.0000167","0.146","0.205","0.99"
"71","0.000017","0.144","0.202","0.99"
"72","0.0000173","0.143","0.2","0.989"
"73","0.0000176","0.143","0.199","0.988"
"74","0.000018","0.142","0.199","0.987"
"75","0.0000183","0.144","0.201","0.986"
"76","0.0000186","0.143","0.2","0.985"
"77","0.000019","0.144","0.2","0.985"
"78","0.0000193","0.144","0.2","0.983"
"79","0.0000197","0.146","0.203","0.983"
"80","0.0000201","0.146","0.202","0.982"
"81","0.0000204","0.144","0.199","0.98"
"82","0.0000208","0.144","0.201","0.983"
"83","0.0000212","0.14","0.195","0.985"
"84","0.0000216","0.134","0.187","0.985"
"85","0.000022","0.129","0.18","0.984"
"86","0.0000224","0.126","0.175","0.984"
"87","0.0000228","0.13","0.181","0.983"
"88","0.0000232","0.135","0.187","0.982"
"89","0.0000237","0.135","0.187","0.981"
"90","0.0000241","0.135","0.186","0.98"
"91","0.0000246","0.132","0.183","0.979"
"92","0.000025","0.131","0.182","0.982"
"93","0.0000255","0.132","0.183","0.981"
"94","0.000026","0.133","0.188","0.997"
"95","0.0000264","0.131","0.185","0.996"
