"Meas. Pts.","Friction Factor","Frictional Force","Sliding Speed","Normal Force"
"1","0.01046","0.01479","0.000004701","0.9995"
"2","0.02391","0.03381","0.000004787","0.9996"
"3","0.03698","0.0523","0.000004881","1"
"4","0.05009","0.07087","0.000004958","1"
"5","0.06307","0.08925","0.000005058","1.001"
"6","0.07602","0.1076","0.000005157","1.001"
"7","0.08897","0.1259","0.000005248","1.001"
"8","0.1018","0.1442","0.000005347","1.001"
"9","0.1147","0.1624","0.000005451","1.002"
"10","0.1274","0.1805","0.00000554","1.002"
"11","0.1401","0.1986","0.000005648","1.002"
"12","0.1526","0.2164","0.000005758","1.003"
"13","0.1649","0.2337","0.000005861","1.002"
"14","0.1771","0.2509","0.000005967","1.002"
"15","0.1887","0.2676","0.000006081","1.003"
"16","0.1999","0.2835","0.000006185","1.002"
"17","0.2101","0.298","0.000006309","1.003"
"18","0.2191","0.3108","0.000006426","1.003"
"19","0.2262","0.3208","0.00000654","1.003"
"20","0.2315","0.3285","0.000006668","1.003"
"21","0.2356","0.3341","0.000006789","1.003"
"22","0.2382","0.338","0.000006909","1.004"
"23","0.24","0.3407","0.000007049","1.004"
"24","0.2412","0.3424","0.000007176","1.004"
"25","0.2418","0.3434","0.000007305","1.004"
"26","0.2418","0.3437","0.000007446","1.005"
"27","0.2418","0.3437","0.000007581","1.005"
"28","0.2421","0.3441","0.000007717","1.005"
"29","0.2421","0.3444","0.000007859","1.006"
"30","0.242","0.3442","0.000008009","1.006"
"31","0.242","0.3442","0.000008153","1.006"
"32","0.2421","0.3445","0.000008309","1.006"
"33","0.2426","0.345","0.000008464","1.006"
"34","0.2429","0.3457","0.000008618","1.006"
"35","0.2434","0.3463","0.000008788","1.006"
"36","0.2439","0.3471","0.000008938","1.006"
"37","0.2442","0.3476","0.00000911","1.006"
"38","0.2451","0.3488","0.000009284","1.006"
"39","0.2457","0.35","0.000009445","1.007"
"40","0.2466","0.351","0.000009627","1.006"
"41","0.2473","0.3521","0.000009805","1.007"
"42","0.248","0.3532","0.000009989","1.007"
"43","0.2489","0.3543","0.00001017","1.007"
"44","0.2498","0.3558","0.00001036","1.007"
"45","0.2507","0.3571","0.00001055","1.007"
"46","0.251","0.3577","0.00001074","1.008"
