"Meas. Pts.","Sliding Speed","Friction Factor","Frictional Force","Normal Force"
"1","0.00000508","0.631","0.873","0.979"
"2","0.00000478","0.663","0.912","0.973"
"3","0.00000481","0.662","0.902","0.964"
"4","0.00000496","0.756","1.04","0.971"
"5","0.00000535","0.775","1.07","0.974"
"6","0.00000547","0.769","1.06","0.973"
"7","0.00000559","0.556","0.766","0.974"
"8","0.00000509","0.697","0.965","0.979"
"9","0.00000535","0.637","0.884","0.981"
"10","0.00000569","0.729","1.01","0.98"
"11","0.00000605","0.739","1.02","0.98"
"12","0.00000556","0.749","1.04","0.979"
"13","0.00000588","0.752","1.04","0.979"
"14","0.00000596","0.751","1.04","0.979"
"15","0.00000608","0.75","1.04","0.979"
"16","0.00000619","0.749","1.04","0.979"
"17","0.0000063","0.746","1.03","0.979"
"18","0.00000642","0.75","1.04","0.98"
"19","0.00000655","0.746","1.03","0.98"
"20","0.00000666","0.743","1.03","0.985"
"21","0.0000068","0.743","1.04","0.986"
"22","0.00000691","0.74","1.03","0.987"
"23","0.00000705","0.743","1.04","0.986"
"24","0.00000717","0.741","1.03","0.986"
"25","0.00000731","0.744","1.04","0.986"
"26","0.00000744","0.746","1.04","0.986"
"27","0.00000756","0.743","1.04","0.987"
"28","0.00000771","0.745","1.04","0.987"
"29","0.00000787","0.747","1.04","0.987"
"30","0.00000801","0.745","1.04","0.987"
"31","0.00000816","0.746","1.04","0.987"
"32","0.0000083","0.746","1.04","0.987"
"33","0.00000847","0.744","1.04","0.987"
"34","0.0000086","0.739","1.03","0.987"
"35","0.00000877","0.741","1.03","0.986"
"36","0.00000896","0.739","1.03","0.987"
"37","0.0000091","0.738","1.03","0.987"
"38","0.00000927","0.738","1.03","0.987"
"39","0.00000946","0.73","1.02","0.987"
"40","0.00000962","0.725","1.01","0.987"
"41","0.0000098","0.721","1.01","0.987"
"42","0.00000998","0.722","1.01","0.987"
"43","0.0000102","0.725","1.01","0.987"
"44","0.0000104","0.73","1.02","0.989"
"45","0.0000105","0.732","1.02","0.989"
"46","0.0000108","0.741","1.04","0.99"
"47","0.0000109","0.742","1.04","0.99"
"48","0.0000112","0.745","1.04","0.991"
"49","0.0000113","0.742","1.04","0.991"
"50","0.0000116","0.742","1.04","0.992"
"51","0.0000118","0.744","1.04","0.991"
"52","0.000012","0.733","1.03","0.992"
"53","0.0000122","0.735","1.03","0.993"
"54","0.0000125","0.734","1.03","0.993"
"55","0.0000127","0.731","1.03","0.993"
"56","0.0000129","0.733","1.03","0.993"
"57","0.0000131","0.741","1.04","0.994"
"58","0.0000134","0.743","1.04","0.994"
"59","0.0000137","0.745","1.05","0.995"
"60","0.0000139","0.754","1.06","0.996"
"61","0.0000142","0.767","1.08","0.996"
"62","0.0000144","0.758","1.07","0.997"
"63","0.0000147","0.762","1.07","0.997"
