"Meas. Pts.","Sliding Speed","Friction Factor","Frictional Force","Normal Force"
"1","0.00000504","0.491","0.678","0.976"
"2","0.0000048","0.732","1.02","0.981"
"3","0.00000492","0.793","1.11","0.989"
"4","0.00000496","0.822","1.16","0.999"
"5","0.00000503","0.843","1.2","1.01"
"6","0.00000613","0.731","1.05","1.01"
"7","0.00000574","0.694","0.985","1"
"8","0.00000455","0.518","0.736","1.01"
"9","0.00000537","0.651","0.927","1.01"
"10","0.00000606","0.698","0.994","1.01"
"11","0.00000686","0.734","1.05","1.01"
"12","0.0000068","0.733","1.04","1.01"
"13","0.00000652","0.718","1.02","1.01"
"14","0.00000568","0.698","0.994","1.01"
"15","0.00000592","0.706","1.01","1.01"
"16","0.00000619","0.708","1.01","1.01"
"17","0.0000063","0.711","1.01","1.01"
"18","0.00000637","0.709","1.01","1.01"
"19","0.00000655","0.71","1.01","1.01"
"20","0.00000666","0.706","1.01","1.01"
"21","0.00000681","0.707","1.01","1.01"
"22","0.00000691","0.709","1.01","1.01"
"23","0.00000704","0.705","1.01","1.01"
"24","0.00000717","0.703","1","1.01"
"25","0.00000732","0.704","1","1.01"
"26","0.00000743","0.699","0.997","1.01"
"27","0.00000757","0.705","1","1.01"
"28","0.00000769","0.704","1","1.01"
"29","0.00000785","0.704","1","1.01"
"30","0.00000802","0.703","1","1.01"
"31","0.00000816","0.702","1","1.01"
"32","0.00000825","0.699","0.998","1.01"
"33","0.00000847","0.698","0.996","1.01"
"34","0.00000859","0.693","0.989","1.01"
"35","0.00000879","0.692","0.988","1.01"
"36","0.00000892","0.692","0.988","1.01"
"37","0.00000912","0.69","0.986","1.01"
"38","0.00000927","0.687","0.981","1.01"
"39","0.00000944","0.686","0.98","1.01"
"40","0.00000963","0.688","0.982","1.01"
"41","0.00000979","0.689","0.984","1.01"
"42","0.00001","0.693","0.99","1.01"
"43","0.0000102","0.694","0.991","1.01"
"44","0.0000104","0.69","0.986","1.01"
"45","0.0000106","0.681","0.974","1.01"
"46","0.0000107","0.675","0.965","1.01"
"47","0.0000109","0.676","0.966","1.01"
"48","0.0000112","0.673","0.963","1.01"
"49","0.0000114","0.67","0.958","1.01"
"50","0.0000116","0.667","0.954","1.01"
"51","0.0000118","0.669","0.957","1.01"
"52","0.000012","0.666","0.953","1.01"
"53","0.0000122","0.671","0.96","1.01"
"54","0.0000124","0.674","0.966","1.01"
"55","0.0000127","0.685","0.982","1.01"
"56","0.0000129","0.7","1","1.01"
"57","0.0000132","0.699","1","1.01"
"58","0.0000134","0.699","1","1.02"
"59","0.0000136","0.702","1.01","1.02"
"60","0.0000139","0.705","1.01","1.02"
"61","0.0000142","0.71","1.02","1.02"
"62","0.0000144","0.711","1.02","1.02"
"63","0.0000147","0.719","1.03","1.02"
"64","0.000015","0.711","1.02","1.02"
"65","0.0000152","0.708","1.02","1.02"
"66","0.0000155","0.695","1","1.02"
"67","0.0000158","0.682","0.984","1.02"
"68","0.0000161","0.679","0.979","1.02"
"69","0.0000164","0.674","0.973","1.02"
"70","0.0000166","0.673","0.971","1.02"
"71","0.000017","0.668","0.966","1.02"
"72","0.0000173","0.663","0.957","1.02"
"73","0.0000176","0.656","0.948","1.02"
"74","0.000018","0.66","0.954","1.02"
"75","0.0000183","0.668","0.967","1.02"
"76","0.0000187","0.672","0.972","1.02"
"77","0.000019","0.681","0.987","1.02"
"78","0.0000194","0.688","0.997","1.02"
"79","0.0000197","0.692","1","1.03"
"80","0.0000201","0.711","1.03","1.02"
"81","0.0000204","0.722","1.04","1.02"
"82","0.0000208","0.728","1.05","1.02"
"83","0.0000212","0.727","1.05","1.02"
"84","0.0000216","0.718","1.04","1.02"
"85","0.000022","0.714","1.04","1.02"
"86","0.0000224","0.715","1.04","1.02"
"87","0.0000228","0.709","1.03","1.03"
"88","0.0000233","0.701","1.01","1.02"
"89","0.0000236","0.693","0.996","1.02"
"90","0.0000241","0.69","0.992","1.02"
"91","0.0000246","0.682","0.979","1.02"
"92","0.0000249","0.667","0.959","1.02"
"93","0.0000255","0.656","0.942","1.02"
"94","0.0000259","0.646","0.928","1.02"
"95","0.0000264","0.647","0.93","1.02"
"96","0.0000268","0.656","0.944","1.02"
"97","0.0000275","0.683","0.985","1.02"
"98","0.000028","0.7","1.01","1.02"
"99","0.0000284","0.701","1.01","1.02"
"100","0.0000289","0.703","1.02","1.02"
"101","0.0000295","0.699","1.01","1.02"
"102","0.0000301","0.705","1.02","1.02"
"103","0.0000306","0.701","1.02","1.03"
"104","0.0000312","0.7","1.01","1.02"
"105","0.0000318","0.697","1.01","1.02"
"106","0.0000323","0.691","0.999","1.02"
"107","0.000033","0.693","1","1.02"
"108","0.0000336","0.693","1.01","1.03"
"109","0.0000342","0.692","1.01","1.03"
"110","0.0000348","0.685","0.996","1.03"
"111","0.0000355","0.682","0.989","1.03"
"112","0.0000361","0.67","0.968","1.02"
"113","0.0000368","0.682","0.982","1.02"
"114","0.0000374","0.682","0.984","1.02"
"115","0.0000382","0.696","1.01","1.02"
"116","0.0000389","0.707","1.02","1.02"
"117","0.0000396","0.705","1.02","1.03"
"118","0.0000404","0.706","1.03","1.03"
"119","0.0000411","0.702","1.02","1.03"
"120","0.0000418","0.697","1.01","1.02"
"121","0.0000426","0.708","1.02","1.02"
"122","0.0000434","0.706","1.02","1.02"
"123","0.0000441","0.697","1.01","1.03"
"124","0.0000451","0.733","1.07","1.03"
"125","0.0000459","0.715","1.04","1.03"
"126","0.0000467","0.692","0.996","1.02"
"127","0.0000475","0.657","0.94","1.01"
"128","0.0000485","0.685","0.984","1.01"
"129","0.0000494","0.708","1.02","1.02"
"130","0.0000503","0.719","1.04","1.02"
"131","0.0000512","0.748","1.08","1.02"
"132","0.0000522","0.744","1.08","1.03"
"133","0.0000532","0.717","1.04","1.03"
"134","0.0000541","0.722","1.05","1.03"
"135","0.0000551","0.731","1.07","1.03"
"136","0.0000561","0.725","1.06","1.04"
"137","0.0000572","0.724","1.06","1.03"
"138","0.0000582","0.727","1.06","1.03"
"139","0.0000593","0.706","1.03","1.04"
"140","0.0000604","0.713","1.04","1.03"
"141","0.0000615","0.747","1.08","1.03"
"142","0.0000626","0.745","1.08","1.03"
"143","0.0000638","0.735","1.06","1.02"
"144","0.000065","0.722","1.04","1.02"
"145","0.0000662","0.733","1.06","1.02"
"146","0.0000674","0.749","1.08","1.02"
"147","0.0000687","0.758","1.1","1.02"
"148","0.00007","0.737","1.07","1.02"
"149","0.0000712","0.745","1.08","1.02"
"150","0.0000726","0.743","1.08","1.02"
"151","0.0000739","0.732","1.06","1.03"
"152","0.0000753","0.754","1.1","1.03"
"153","0.0000766","0.753","1.09","1.03"
"154","0.0000782","0.743","1.08","1.02"
"155","0.0000797","0.692","0.999","1.02"
"156","0.0000811","0.708","1.02","1.02"
"157","0.0000826","0.719","1.03","1.01"
"158","0.000084","0.725","1.04","1.01"
"159","0.0000856","0.733","1.05","1.01"
"160","0.0000871","0.731","1.04","1.01"
"161","0.0000889","0.731","1.04","1.01"
"162","0.0000906","0.766","1.09","1.01"
"163","0.0000922","0.775","1.1","1.01"
"164","0.0000939","0.772","1.09","1"
"165","0.0000957","0.734","1.04","0.999"
"166","0.0000974","0.718","1.01","0.996"
"167","0.0000992","0.716","1","0.993"
"168","0.000101","0.732","1.03","0.995"
"169","0.000103","0.724","1.02","0.993"
"170","0.000105","0.752","1.05","0.99"
"171","0.000107","0.72","1.01","0.988"
"172","0.000109","0.675","0.937","0.982"
"173","0.000111","0.627","0.866","0.976"
"174","0.000113","0.669","0.921","0.973"
"175","0.000115","0.711","0.973","0.968"
"176","0.000117","0.708","0.969","0.968"
"177","0.000119","0.754","1.04","0.972"
"178","0.000121","0.768","1.06","0.973"
"179","0.000124","0.704","0.964","0.968"
"180","0.000126","0.696","0.95","0.966"
"181","0.000128","0.72","0.982","0.965"
"182","0.000131","0.731","0.995","0.963"
"183","0.000133","0.732","1.01","0.98"
"184","0.000136","0.734","1.01","0.974"
"185","0.000138","0.708","0.971","0.97"
"186","0.000141","0.724","0.999","0.975"
"187","0.000143","0.742","1.01","0.966"
"188","0.000146","0.716","0.982","0.97"
"189","0.000149","0.751","1.03","0.967"
"190","0.000151","0.752","1.04","0.983"
"191","0.000154","0.724","1","0.976"
"192","0.000157","0.678","0.926","0.966"
"193","0.00016","0.71","0.966","0.962"
"194","0.000163","0.719","0.981","0.964"
"195","0.000166","0.733","1.01","0.97"
"196","0.000169","0.773","1.05","0.962"
"197","0.000172","0.787","1.07","0.965"
"198","0.000175","0.702","0.97","0.977"
"199","0.000178","0.669","0.917","0.97"
"200","0.000182","0.72","0.992","0.974"
"201","0.000185","0.732","1.01","0.978"
"202","0.000189","0.733","1.02","0.983"
"203","0.000192","0.746","1.04","0.984"
"204","0.000196","0.758","1.06","0.984"
"205","0.000199","0.709","0.986","0.983"
"206","0.000203","0.656","0.907","0.978"
"207","0.000207","0.579","0.8","0.977"
"208","0.000211","0.697","0.953","0.966"
"209","0.000215","0.704","0.959","0.963"
"210","0.000219","0.692","0.946","0.967"
"211","0.000222","0.643","0.893","0.981"
"212","0.000227","0.692","0.953","0.973"
"213","0.000231","0.707","0.975","0.975"
"214","0.000235","0.686","0.947","0.975"
"215","0.00024","0.705","0.966","0.969"
"216","0.000244","0.72","0.995","0.978"
"217","0.000248","0.632","0.872","0.976"
"218","0.000253","0.737","1.01","0.971"
"219","0.000258","0.722","0.996","0.976"
"220","0.000262","0.702","0.97","0.977"
"221","0.000267","0.658","0.911","0.98"
"222","0.000272","0.661","0.92","0.984"
