"Meas. Pts.","Sliding Speed","Friction Factor","Frictional Force","Normal Force"
"1","0.00000502","0.454","0.632","0.984"
"2","0.00000528","0.616","0.848","0.974"
"3","0.00000449","0.591","0.806","0.964"
"4","0.00000479","0.589","0.795","0.954"
"5","0.000005","0.585","0.793","0.959"
"6","0.00000511","0.589","0.798","0.958"
"7","0.0000054","0.634","0.869","0.969"
"8","0.00000566","0.614","0.841","0.969"
"9","0.00000517","0.669","0.918","0.971"
"10","0.00000554","0.696","0.962","0.978"
"11","0.00000567","0.704","0.975","0.978"
"12","0.00000574","0.699","0.968","0.979"
"13","0.00000586","0.704","0.975","0.98"
"14","0.00000596","0.701","0.971","0.98"
"15","0.00000609","0.704","0.982","0.987"
"16","0.00000623","0.701","0.979","0.987"
"17","0.00000634","0.688","0.961","0.988"
"18","0.00000633","0.683","0.954","0.987"
"19","0.00000656","0.676","0.944","0.988"
"20","0.00000668","0.673","0.941","0.989"
"21","0.00000678","0.668","0.933","0.988"
"22","0.00000692","0.663","0.925","0.987"
"23","0.00000706","0.657","0.918","0.988"
"24","0.00000717","0.655","0.914","0.987"
"25","0.00000731","0.654","0.914","0.988"
"26","0.00000744","0.65","0.908","0.988"
"27","0.0000076","0.644","0.9","0.988"
"28","0.00000773","0.642","0.898","0.988"
"29","0.00000786","0.637","0.891","0.988"
"30","0.00000802","0.635","0.887","0.988"
"31","0.00000814","0.631","0.882","0.988"
"32","0.00000831","0.628","0.878","0.989"
"33","0.00000841","0.633","0.884","0.989"
"34","0.00000897","0.627","0.879","0.991"
"35","0.00000864","0.633","0.884","0.988"
"36","0.00000913","0.633","0.886","0.99"
"37","0.00000909","0.638","0.894","0.991"
"38","0.00000918","0.641","0.898","0.991"
"39","0.00000926","0.646","0.906","0.992"
"40","0.0000096","0.645","0.905","0.992"
"41","0.00000983","0.65","0.911","0.992"
"42","0.00000999","0.652","0.914","0.992"
"43","0.0000102","0.657","0.923","0.993"
"44","0.0000104","0.655","0.921","0.994"
"45","0.0000106","0.66","0.928","0.994"
"46","0.0000107","0.663","0.932","0.995"
"47","0.000011","0.664","0.935","0.996"
"48","0.0000112","0.668","0.941","0.996"
"49","0.0000114","0.663","0.934","0.996"
"50","0.0000114","0.662","0.933","0.997"
"51","0.0000118","0.658","0.928","0.997"
"52","0.000012","0.664","0.937","0.997"
"53","0.0000122","0.662","0.934","0.997"
"54","0.0000125","0.656","0.927","0.999"
"55","0.0000127","0.653","0.923","0.999"
"56","0.0000129","0.647","0.914","0.999"
"57","0.0000131","0.64","0.904","0.999"
"58","0.0000134","0.634","0.895","0.999"
"59","0.0000136","0.625","0.883","0.999"
"60","0.0000139","0.617","0.872","0.999"
"61","0.0000142","0.607","0.857","0.998"
"62","0.0000144","0.603","0.852","0.999"
"63","0.0000147","0.605","0.854","0.998"
"64","0.000015","0.612","0.866","1"
"65","0.0000152","0.612","0.865","1"
"66","0.0000155","0.613","0.866","1"
"67","0.0000158","0.609","0.862","1"
"68","0.0000161","0.607","0.86","1"
"69","0.0000164","0.611","0.865","1"
"70","0.0000167","0.62","0.877","1"
"71","0.000017","0.617","0.873","1"
"72","0.0000173","0.622","0.881","1"
"73","0.0000177","0.624","0.883","1"
"74","0.000018","0.625","0.885","1"
"75","0.0000183","0.63","0.892","1"
"76","0.0000186","0.631","0.895","1"
"77","0.000019","0.635","0.902","1"
"78","0.0000193","0.632","0.897","1"
"79","0.0000197","0.634","0.901","1.01"
"80","0.0000201","0.623","0.888","1.01"
"81","0.0000204","0.611","0.869","1.01"
"82","0.0000208","0.608","0.865","1.01"
"83","0.0000212","0.606","0.865","1.01"
"84","0.0000216","0.61","0.871","1.01"
"85","0.0000219","0.612","0.875","1.01"
"86","0.0000224","0.626","0.897","1.01"
"87","0.0000227","0.632","0.906","1.01"
"88","0.0000232","0.638","0.915","1.01"
"89","0.0000237","0.65","0.934","1.02"
"90","0.0000241","0.664","0.955","1.02"
"91","0.0000246","0.674","0.97","1.02"
"92","0.000025","0.693","0.999","1.02"
"93","0.0000255","0.715","1.03","1.02"
"94","0.0000259","0.709","1.03","1.02"
"95","0.0000264","0.696","1.01","1.03"
