"Meas. Pts.","Sliding Speed","Friction Factor","Frictional Force","Normal Force"
"1","0.00000471","0.569","0.784","0.974"
"2","0.00000477","0.643","0.884","0.973"
"3","0.00000486","0.714","0.986","0.978"
"4","0.00000532","0.672","0.937","0.986"
"5","0.0000052","0.756","1.05","0.986"
"6","0.00000509","0.731","1.02","0.986"
"7","0.00000526","0.72","1","0.987"
"8","0.00000533","0.717","1","0.986"
"9","0.00000545","0.718","1","0.986"
"10","0.00000554","0.716","0.998","0.985"
"11","0.00000563","0.717","1","0.986"
"12","0.00000575","0.718","1","0.986"
"13","0.00000586","0.717","0.999","0.985"
"14","0.00000597","0.717","0.999","0.985"
"15","0.00000609","0.718","1","0.986"
"16","0.00000618","0.717","1","0.986"
"17","0.0000063","0.715","0.997","0.986"
"18","0.00000644","0.718","1","0.986"
"19","0.00000653","0.713","0.994","0.986"
"20","0.00000667","0.718","1","0.986"
"21","0.00000679","0.715","0.997","0.986"
"22","0.00000692","0.71","0.99","0.986"
"23","0.00000705","0.713","0.994","0.986"
"24","0.00000717","0.712","0.993","0.986"
"25","0.00000731","0.712","0.993","0.986"
"26","0.00000745","0.711","0.992","0.986"
"27","0.00000757","0.705","0.983","0.986"
"28","0.00000773","0.711","0.991","0.986"
"29","0.00000787","0.708","0.988","0.987"
"30","0.00000799","0.706","0.985","0.986"
"31","0.00000816","0.705","0.984","0.987"
"32","0.00000829","0.702","0.98","0.986"
"33","0.00000845","0.7","0.977","0.986"
"34","0.00000862","0.698","0.974","0.987"
"35","0.00000879","0.701","0.978","0.987"
"36","0.00000894","0.699","0.975","0.987"
"37","0.00000912","0.702","0.979","0.987"
"38","0.00000926","0.699","0.976","0.986"
"39","0.00000944","0.699","0.976","0.987"
"40","0.00000963","0.695","0.969","0.987"
"41","0.0000098","0.691","0.964","0.987"
"42","0.00000999","0.691","0.964","0.986"
"43","0.0000102","0.693","0.966","0.986"
"44","0.0000104","0.694","0.968","0.986"
"45","0.0000106","0.698","0.973","0.986"
"46","0.0000107","0.693","0.967","0.986"
"47","0.0000109","0.694","0.968","0.986"
"48","0.0000111","0.693","0.966","0.986"
"49","0.0000114","0.684","0.954","0.986"
"50","0.0000116","0.674","0.939","0.986"
"51","0.0000118","0.679","0.945","0.985"
"52","0.000012","0.677","0.943","0.985"
"53","0.0000122","0.681","0.948","0.985"
"54","0.0000125","0.682","0.95","0.985"
"55","0.0000127","0.679","0.945","0.985"
"56","0.0000129","0.702","0.979","0.986"
"57","0.0000132","0.707","0.986","0.987"
"58","0.0000134","0.71","0.991","0.987"
"59","0.0000136","0.715","0.998","0.988"
"60","0.0000139","0.718","1","0.988"
"61","0.0000142","0.723","1.01","0.988"
"62","0.0000144","0.719","1","0.988"
"63","0.0000147","0.724","1.01","0.988"
"64","0.000015","0.728","1.02","0.988"
"65","0.0000152","0.726","1.02","0.989"
"66","0.0000155","0.734","1.03","0.99"
"67","0.0000158","0.731","1.02","0.99"
"68","0.0000161","0.724","1.01","0.99"
"69","0.0000164","0.715","1","0.99"
"70","0.0000167","0.717","1","0.991"
"71","0.000017","0.713","1","0.991"
"72","0.0000173","0.711","0.997","0.992"
"73","0.0000177","0.708","0.994","0.992"
"74","0.000018","0.708","0.994","0.993"
"75","0.0000183","0.695","0.977","0.994"
"76","0.0000187","0.683","0.96","0.994"
"77","0.000019","0.663","0.932","0.994"
