"Meas. Pts.","Sliding Speed","Friction Factor","Frictional Force","Normal Force"
"1","0.00000516","0.519","0.714","0.972"
"2","0.00000477","0.604","0.829","0.97"
"3","0.00000487","0.666","0.914","0.97"
"4","0.00000496","0.719","0.991","0.975"
"5","0.00000506","0.766","1.06","0.979"
"6","0.0000054","0.599","0.832","0.983"
"7","0.00000531","0.726","1.01","0.983"
"8","0.00000449","0.636","0.884","0.983"
"9","0.00000464","0.671","0.932","0.982"
"10","0.00000522","0.709","0.984","0.981"
"11","0.00000567","0.721","1","0.982"
"12","0.00000575","0.711","0.988","0.982"
"13","0.00000585","0.711","0.99","0.984"
"14","0.00000597","0.713","0.992","0.984"
"15","0.00000609","0.708","0.986","0.984"
"16","0.00000619","0.703","0.978","0.983"
"17","0.00000632","0.703","0.977","0.983"
"18","0.00000642","0.696","0.966","0.982"
"19","0.00000654","0.693","0.962","0.982"
"20","0.00000667","0.689","0.959","0.983"
"21","0.0000068","0.691","0.96","0.982"
"22","0.00000693","0.692","0.961","0.982"
"23","0.00000704","0.686","0.953","0.982"
"24","0.00000717","0.684","0.95","0.982"
"25","0.00000731","0.684","0.95","0.982"
"26","0.00000745","0.684","0.95","0.981"
"27","0.00000758","0.679","0.943","0.982"
"28","0.00000772","0.677","0.94","0.981"
"29","0.00000786","0.674","0.935","0.981"
"30","0.00000801","0.675","0.937","0.981"
"31","0.00000815","0.67","0.929","0.981"
"32","0.00000832","0.669","0.928","0.981"
"33","0.00000847","0.669","0.927","0.981"
"34","0.00000861","0.669","0.929","0.982"
"35","0.00000878","0.676","0.938","0.981"
"36","0.00000894","0.68","0.943","0.98"
"37","0.00000912","0.683","0.947","0.981"
"38","0.00000929","0.68","0.943","0.98"
"39","0.00000946","0.683","0.946","0.98"
"40","0.00000963","0.679","0.941","0.98"
"41","0.0000098","0.682","0.943","0.979"
"42","0.00000998","0.678","0.939","0.979"
"43","0.0000102","0.68","0.942","0.979"
"44","0.0000104","0.681","0.942","0.979"
"45","0.0000105","0.684","0.95","0.982"
"46","0.0000107","0.683","0.95","0.983"
"47","0.0000109","0.686","0.954","0.984"
"48","0.0000112","0.698","0.975","0.988"
"49","0.0000114","0.691","0.965","0.987"
"50","0.0000116","0.693","0.969","0.988"
"51","0.0000118","0.693","0.967","0.987"
"52","0.000012","0.696","0.972","0.987"
"53","0.0000122","0.692","0.965","0.986"
"54","0.0000124","0.685","0.956","0.986"
"55","0.0000127","0.687","0.958","0.986"
"56","0.0000129","0.698","0.973","0.986"
"57","0.0000132","0.713","0.994","0.986"
