"Meas. Pts.","Sliding Speed","Friction Factor","Frictional Force","Normal Force"
"1","0.00000481","0.277","0.393","1"
"2","0.00000484","0.393","0.556","1"
"3","0.00000488","0.389","0.549","0.998"
"4","0.00000497","0.394","0.556","0.997"
"5","0.00000506","0.399","0.562","0.997"
"6","0.00000515","0.404","0.568","0.995"
"7","0.00000525","0.411","0.578","0.994"
"8","0.00000535","0.416","0.585","0.994"
"9","0.00000544","0.422","0.593","0.993"
"10","0.00000555","0.425","0.597","0.992"
"11","0.00000565","0.425","0.597","0.992"
"12","0.00000575","0.426","0.597","0.991"
"13","0.00000586","0.43","0.603","0.991"
"14","0.00000598","0.433","0.607","0.991"
"15","0.00000609","0.434","0.608","0.99"
"16","0.0000062","0.437","0.612","0.99"
"17","0.0000063","0.436","0.611","0.99"
"18","0.00000642","0.436","0.61","0.989"
"19","0.00000654","0.432","0.605","0.989"
"20","0.00000666","0.43","0.602","0.99"
"21","0.00000683","0.426","0.599","0.995"
"22","0.00000691","0.423","0.595","0.995"
"23","0.00000705","0.422","0.594","0.996"
"24","0.00000717","0.421","0.593","0.996"
"25","0.00000731","0.422","0.594","0.996"
"26","0.00000745","0.422","0.594","0.996"
"27","0.00000757","0.421","0.593","0.995"
"28","0.00000772","0.418","0.588","0.996"
"29","0.00000786","0.414","0.583","0.996"
"30","0.00000801","0.411","0.579","0.995"
"31","0.00000816","0.41","0.577","0.995"
"32","0.00000831","0.411","0.578","0.995"
"33","0.00000847","0.414","0.583","0.995"
"34","0.00000861","0.412","0.58","0.994"
"35","0.00000878","0.411","0.579","0.994"
"36","0.00000895","0.411","0.577","0.994"
"37","0.0000091","0.406","0.571","0.994"
"38","0.00000928","0.411","0.576","0.993"
"39","0.00000945","0.411","0.578","0.993"
"40","0.00000963","0.413","0.58","0.993"
"41","0.00000981","0.415","0.582","0.993"
"42","0.00000998","0.412","0.578","0.992"
"43","0.0000102","0.417","0.586","0.992"
"44","0.0000104","0.415","0.582","0.992"
"45","0.0000106","0.412","0.577","0.992"
"46","0.0000107","0.412","0.578","0.991"
"47","0.0000109","0.41","0.574","0.991"
"48","0.0000111","0.405","0.568","0.991"
"49","0.0000114","0.407","0.569","0.99"
"50","0.0000116","0.402","0.563","0.99"
"51","0.0000118","0.401","0.561","0.99"
"52","0.000012","0.397","0.556","0.99"
"53","0.0000122","0.399","0.559","0.99"
"54","0.0000124","0.402","0.563","0.99"
"55","0.0000127","0.404","0.566","0.99"
"56","0.0000129","0.405","0.567","0.99"
"57","0.0000132","0.406","0.568","0.991"
"58","0.0000134","0.405","0.568","0.992"
"59","0.0000136","0.4","0.56","0.992"
"60","0.0000139","0.399","0.56","0.991"
"61","0.0000142","0.403","0.565","0.992"
"62","0.0000144","0.403","0.565","0.992"
"63","0.0000147","0.409","0.574","0.992"
"64","0.000015","0.41","0.575","0.992"
"65","0.0000152","0.41","0.575","0.992"
"66","0.0000155","0.408","0.572","0.992"
"67","0.0000158","0.411","0.576","0.991"
"68","0.0000161","0.416","0.583","0.991"
"69","0.0000164","0.423","0.592","0.99"
"70","0.0000167","0.424","0.594","0.989"
"71","0.000017","0.428","0.599","0.989"
"72","0.0000173","0.423","0.592","0.989"
"73","0.0000176","0.416","0.582","0.989"
"74","0.000018","0.408","0.572","0.99"
"75","0.0000183","0.403","0.565","0.991"
"76","0.0000187","0.396","0.556","0.992"
"77","0.000019","0.387","0.543","0.993"
"78","0.0000193","0.378","0.531","0.995"
