"Meas. Pts.","Sliding Speed","Friction Factor","Frictional Force","Normal Force"
"1","0.00000467","0.085","0.117","0.977"
"2","0.0000048","0.0882","0.121","0.968"
"3","0.00000488","0.0876","0.121","0.977"
"4","0.00000497","0.09","0.124","0.972"
"5","0.00000507","0.0941","0.129","0.971"
"6","0.00000515","0.1","0.139","0.981"
"7","0.00000525","0.106","0.148","0.984"
"8","0.00000535","0.113","0.157","0.983"
"9","0.00000544","0.115","0.16","0.984"
"10","0.00000554","0.119","0.166","0.984"
"11","0.00000565","0.123","0.171","0.985"
"12","0.00000575","0.125","0.174","0.986"
"13","0.00000586","0.128","0.179","0.987"
"14","0.00000597","0.128","0.179","0.989"
"15","0.00000607","0.128","0.18","0.99"
"16","0.0000062","0.128","0.18","0.992"
"17","0.0000063","0.127","0.179","0.993"
"18","0.00000643","0.128","0.18","0.994"
"19","0.00000654","0.131","0.184","0.995"
"20","0.00000667","0.135","0.19","0.996"
"21","0.00000679","0.136","0.193","0.999"
"22","0.00000691","0.135","0.19","0.999"
"23","0.00000704","0.134","0.19","1"
"24","0.00000717","0.134","0.19","1"
"25","0.00000731","0.133","0.189","1"
"26","0.00000744","0.134","0.19","1"
"27","0.00000758","0.132","0.187","1"
"28","0.00000772","0.129","0.183","1"
"29","0.00000786","0.127","0.18","1"
"30","0.00000801","0.125","0.177","1"
"31","0.00000816","0.122","0.173","1"
"32","0.00000831","0.115","0.162","0.999"
"33","0.00000847","0.113","0.159","0.996"
"34","0.00000862","0.107","0.151","0.993"
"35","0.00000878","0.104","0.146","0.99"
"36","0.00000897","0.103","0.144","0.988"
"37","0.0000091","0.104","0.145","0.986"
"38","0.00000927","0.103","0.144","0.985"
"39","0.00000946","0.104","0.145","0.984"
"40","0.00000963","0.104","0.145","0.985"
"41","0.00000981","0.104","0.144","0.985"
"42","0.00000998","0.0997","0.139","0.985"
"43","0.0000102","0.0973","0.135","0.984"
"44","0.0000104","0.0964","0.134","0.984"
"45","0.0000105","0.0954","0.133","0.984"
"46","0.0000107","0.0935","0.13","0.984"
"47","0.0000109","0.0934","0.13","0.984"
"48","0.0000111","0.0931","0.13","0.984"
"49","0.0000114","0.0929","0.129","0.984"
"50","0.0000116","0.0942","0.131","0.983"
"51","0.0000118","0.0941","0.131","0.984"
"52","0.000012","0.0945","0.131","0.984"
"53","0.0000122","0.0948","0.132","0.984"
"54","0.0000124","0.0953","0.133","0.984"
"55","0.0000127","0.0972","0.136","0.986"
"56","0.0000129","0.0993","0.139","0.988"
"57","0.0000131","0.0995","0.139","0.989"
"58","0.0000134","0.0995","0.139","0.989"
"59","0.0000136","0.0989","0.138","0.988"
"60","0.0000139","0.0975","0.136","0.989"
"61","0.0000142","0.0966","0.135","0.988"
"62","0.0000144","0.0942","0.131","0.987"
"63","0.0000147","0.093","0.13","0.986"
"64","0.000015","0.0899","0.125","0.984"
"65","0.0000152","0.0913","0.127","0.983"
"66","0.0000155","0.0885","0.123","0.983"
"67","0.0000158","0.0881","0.122","0.982"
"68","0.0000161","0.0865","0.12","0.982"
"69","0.0000164","0.0867","0.12","0.982"
"70","0.0000167","0.0865","0.12","0.983"
"71","0.000017","0.0858","0.119","0.982"
"72","0.0000173","0.0852","0.118","0.982"
"73","0.0000176","0.0871","0.121","0.982"
"74","0.000018","0.0872","0.121","0.984"
"75","0.0000183","0.0852","0.119","0.984"
"76","0.0000186","0.0825","0.114","0.981"
"77","0.000019","0.0819","0.113","0.98"
"78","0.0000193","0.0819","0.113","0.979"
"79","0.0000197","0.0827","0.114","0.979"
"80","0.0000201","0.0836","0.116","0.98"
"81","0.0000204","0.0844","0.117","0.983"
"82","0.0000208","0.0834","0.116","0.982"
"83","0.0000212","0.0822","0.114","0.982"
"84","0.0000216","0.0836","0.116","0.982"
"85","0.000022","0.0834","0.116","0.982"
"86","0.0000224","0.0848","0.118","0.982"
"87","0.0000228","0.0828","0.115","0.983"
"88","0.0000232","0.0813","0.113","0.983"
"89","0.0000237","0.0793","0.11","0.982"
"90","0.0000241","0.0814","0.113","0.983"
"91","0.0000246","0.0796","0.111","0.983"
"92","0.000025","0.0786","0.109","0.982"
"93","0.0000255","0.0781","0.108","0.982"
"94","0.000026","0.0758","0.105","0.98"
"95","0.0000264","0.0732","0.101","0.979"
"96","0.0000269","0.0716","0.0991","0.978"
"97","0.0000274","0.0712","0.0985","0.978"
"98","0.0000279","0.0718","0.0993","0.978"
"99","0.0000284","0.0718","0.0998","0.983"
"100","0.000029","0.0708","0.0984","0.982"
"101","0.0000295","0.0702","0.0976","0.982"
"102","0.00003","0.0701","0.0974","0.983"
"103","0.0000306","0.0697","0.0968","0.983"
"104","0.0000312","0.0682","0.0949","0.983"
"105","0.0000318","0.067","0.0931","0.982"
"106","0.0000323","0.0663","0.092","0.981"
"107","0.0000329","0.0654","0.0907","0.981"
"108","0.0000336","0.0658","0.0912","0.98"
"109","0.0000342","0.0664","0.092","0.98"
"110","0.0000348","0.066","0.0913","0.979"
"111","0.0000355","0.0656","0.0907","0.978"
"112","0.0000361","0.0656","0.0906","0.977"
"113","0.0000368","0.0649","0.0896","0.976"
"114","0.0000375","0.0639","0.0881","0.976"
"115","0.0000382","0.0635","0.0876","0.975"
"116","0.0000389","0.0637","0.0879","0.976"
"117","0.0000396","0.0629","0.0869","0.976"
"118","0.0000403","0.0622","0.0862","0.98"
"119","0.0000411","0.0619","0.0859","0.98"
"120","0.0000418","0.0615","0.0852","0.98"
"121","0.0000426","0.0604","0.0836","0.979"
"122","0.0000434","0.0597","0.0825","0.977"
"123","0.0000442","0.0603","0.0832","0.976"
"124","0.000045","0.0607","0.0836","0.975"
"125","0.0000459","0.0617","0.0851","0.976"
"126","0.0000467","0.0632","0.0873","0.977"
"127","0.0000476","0.0644","0.0892","0.979"
"128","0.0000485","0.0654","0.0906","0.98"
"129","0.0000494","0.0662","0.0917","0.98"
"130","0.0000503","0.0645","0.0895","0.982"
"131","0.0000512","0.0642","0.0892","0.982"
"132","0.0000522","0.0661","0.0916","0.981"
"133","0.0000531","0.0668","0.0925","0.979"
"134","0.0000541","0.065","0.09","0.98"
"135","0.0000551","0.0645","0.0896","0.983"
"136","0.0000561","0.0648","0.0901","0.984"
"137","0.0000572","0.0637","0.0886","0.983"
"138","0.0000582","0.0651","0.0904","0.982"
"139","0.0000593","0.0659","0.0915","0.982"
"140","0.0000604","0.0661","0.0916","0.98"
"141","0.0000615","0.0649","0.0897","0.977"
"142","0.0000627","0.0643","0.0887","0.975"
"143","0.0000638","0.0642","0.0884","0.975"
"144","0.000065","0.0643","0.0888","0.977"
"145","0.0000662","0.0622","0.0866","0.984"
"146","0.0000675","0.0624","0.0866","0.982"
"147","0.0000687","0.0616","0.0855","0.981"
"148","0.00007","0.0617","0.0856","0.98"
"149","0.0000713","0.0617","0.0853","0.977"
"150","0.0000726","0.0621","0.0858","0.976"
"151","0.0000739","0.0603","0.0833","0.977"
"152","0.0000753","0.0602","0.0831","0.976"
"153","0.0000767","0.0605","0.0836","0.977"
"154","0.0000781","0.0618","0.0854","0.977"
"155","0.0000796","0.0638","0.0885","0.981"
"156","0.000081","0.0664","0.0922","0.982"
"157","0.0000825","0.0673","0.0934","0.982"
"158","0.0000841","0.067","0.0931","0.983"
