"Meas. Pts.","Sliding Speed","Friction Factor","Frictional Force","Normal Force"
"1","0.00000473","0.0831","0.115","0.981"
"2","0.00000479","0.085","0.117","0.97"
"3","0.00000486","0.0899","0.123","0.964"
"4","0.00000497","0.0923","0.126","0.968"
"5","0.00000506","0.0973","0.133","0.966"
"6","0.00000515","0.102","0.141","0.972"
"7","0.00000525","0.109","0.151","0.974"
"8","0.00000534","0.116","0.16","0.976"
"9","0.00000545","0.124","0.171","0.977"
"10","0.00000554","0.127","0.176","0.979"
"11","0.00000566","0.131","0.181","0.982"
"12","0.00000575","0.136","0.189","0.984"
"13","0.00000587","0.141","0.197","0.987"
"14","0.00000596","0.143","0.201","0.99"
"15","0.00000608","0.147","0.207","0.993"
"16","0.00000619","0.151","0.213","0.996"
"17","0.00000631","0.154","0.217","0.999"
"18","0.00000642","0.157","0.223","1"
"19","0.00000655","0.16","0.228","1.01"
"20","0.00000666","0.164","0.234","1.01"
"21","0.00000678","0.166","0.237","1.01"
"22","0.00000692","0.168","0.242","1.02"
"23","0.00000704","0.171","0.246","1.02"
"24","0.00000717","0.172","0.249","1.02"
"25","0.0000073","0.175","0.252","1.02"
"26","0.00000744","0.173","0.25","1.02"
"27","0.00000758","0.173","0.251","1.03"
"28","0.00000772","0.176","0.256","1.03"
"29","0.00000788","0.176","0.255","1.02"
"30","0.00000801","0.173","0.25","1.02"
"31","0.00000817","0.168","0.243","1.02"
"32","0.00000832","0.164","0.237","1.02"
"33","0.00000846","0.155","0.224","1.02"
"34","0.00000863","0.15","0.215","1.02"
"35","0.00000877","0.145","0.207","1.01"
"36","0.00000895","0.143","0.204","1.01"
"37","0.00000911","0.144","0.204","1"
"38","0.00000927","0.143","0.203","1"
"39","0.00000946","0.14","0.198","0.999"
"40","0.00000962","0.131","0.184","0.995"
"41","0.00000981","0.129","0.181","0.991"
"42","0.0000101","0.135","0.188","0.99"
"43","0.0000102","0.13","0.183","0.997"
"44","0.0000104","0.142","0.2","0.994"
"45","0.0000106","0.147","0.207","0.996"
"46","0.0000107","0.149","0.21","0.998"
"47","0.0000109","0.153","0.217","1"
"48","0.0000111","0.153","0.217","1"
"49","0.0000113","0.153","0.217","1"
"50","0.0000116","0.153","0.217","1"
"51","0.0000118","0.148","0.211","1"
"52","0.000012","0.143","0.202","1"
"53","0.0000122","0.135","0.19","0.998"
"54","0.0000125","0.128","0.18","0.993"
"55","0.0000127","0.122","0.171","0.992"
"56","0.0000129","0.115","0.16","0.984"
"57","0.0000131","0.103","0.141","0.975"
"58","0.0000134","0.0893","0.122","0.963"
"59","0.0000136","0.0863","0.118","0.965"
"60","0.0000139","0.086","0.118","0.971"
"61","0.0000142","0.086","0.118","0.966"
"62","0.0000144","0.0835","0.114","0.968"
"63","0.0000147","0.0821","0.113","0.97"
"64","0.000015","0.082","0.112","0.967"
"65","0.0000152","0.0822","0.112","0.966"
"66","0.0000155","0.0818","0.113","0.973"
"67","0.0000158","0.0823","0.114","0.981"
"68","0.0000161","0.0823","0.115","0.989"
"69","0.0000164","0.0823","0.115","0.99"
"70","0.0000167","0.0809","0.113","0.99"
"71","0.000017","0.0801","0.112","0.99"
"72","0.0000173","0.0798","0.112","0.991"
"73","0.0000176","0.0802","0.112","0.991"
"74","0.000018","0.0802","0.112","0.99"
"75","0.0000183","0.0801","0.112","0.99"
"76","0.0000186","0.0798","0.112","0.989"
"77","0.000019","0.0806","0.113","0.989"
"78","0.0000193","0.0815","0.114","0.988"
"79","0.0000197","0.0825","0.115","0.987"
"80","0.0000201","0.0829","0.116","0.987"
"81","0.0000204","0.0821","0.115","0.987"
"82","0.0000208","0.0816","0.114","0.986"
"83","0.0000212","0.0817","0.114","0.986"
"84","0.0000216","0.0809","0.113","0.985"
"85","0.000022","0.0794","0.111","0.984"
"86","0.0000224","0.0791","0.11","0.983"
"87","0.0000228","0.0788","0.109","0.982"
"88","0.0000232","0.0792","0.11","0.981"
"89","0.0000237","0.0795","0.11","0.981"
"90","0.0000241","0.0818","0.113","0.98"
"91","0.0000246","0.0801","0.111","0.979"
"92","0.000025","0.0798","0.11","0.979"
"93","0.0000255","0.0836","0.116","0.977"
"94","0.0000259","0.0829","0.114","0.977"
"95","0.0000264","0.0835","0.116","0.982"
"96","0.0000269","0.0798","0.111","0.982"
"97","0.0000274","0.0806","0.112","0.982"
"98","0.0000279","0.0867","0.121","0.986"
"99","0.0000284","0.0873","0.122","0.988"
"100","0.000029","0.0853","0.119","0.985"
"101","0.0000295","0.0842","0.117","0.983"
"102","0.0000301","0.0806","0.112","0.979"
"103","0.0000306","0.0787","0.109","0.976"
"104","0.0000312","0.0774","0.107","0.975"
"105","0.0000318","0.0763","0.105","0.974"
"106","0.0000324","0.0748","0.103","0.973"
"107","0.0000329","0.0725","0.1","0.98"
"108","0.0000336","0.0708","0.0981","0.98"
"109","0.0000342","0.0697","0.0966","0.98"
"110","0.0000348","0.0693","0.096","0.98"
"111","0.0000355","0.0688","0.0954","0.98"
"112","0.0000361","0.068","0.0943","0.98"
"113","0.0000368","0.0672","0.0931","0.98"
"114","0.0000375","0.0675","0.0935","0.98"
"115","0.0000382","0.0677","0.0938","0.98"
"116","0.0000389","0.0678","0.0939","0.98"
"117","0.0000396","0.0687","0.0953","0.98"
"118","0.0000403","0.0694","0.0962","0.98"
"119","0.0000411","0.0707","0.0979","0.98"
"120","0.0000418","0.0712","0.0992","0.985"
"121","0.0000426","0.072","0.1","0.985"
"122","0.0000434","0.073","0.102","0.985"
"123","0.0000442","0.0727","0.101","0.983"
"124","0.000045","0.0728","0.101","0.984"
"125","0.0000459","0.0729","0.101","0.983"
"126","0.0000467","0.0736","0.102","0.983"
"127","0.0000476","0.0743","0.103","0.983"
"128","0.0000485","0.0754","0.105","0.981"
"129","0.0000493","0.0763","0.106","0.979"
"130","0.0000503","0.0761","0.105","0.977"
"131","0.0000512","0.0758","0.105","0.976"
"132","0.0000521","0.0759","0.105","0.978"
"133","0.0000531","0.0779","0.108","0.982"
"134","0.0000541","0.0769","0.107","0.982"
"135","0.0000551","0.0762","0.106","0.98"
"136","0.0000561","0.0767","0.106","0.981"
"137","0.0000572","0.0811","0.113","0.982"
"138","0.0000582","0.0847","0.118","0.983"
"139","0.0000593","0.0821","0.114","0.983"
"140","0.0000604","0.0767","0.107","0.983"
"141","0.0000615","0.0746","0.104","0.982"
"142","0.0000627","0.0764","0.106","0.982"
"143","0.0000638","0.0801","0.111","0.984"
"144","0.000065","0.0785","0.109","0.984"
"145","0.0000662","0.0759","0.106","0.984"
"146","0.0000674","0.0743","0.104","0.985"
"147","0.0000687","0.0749","0.104","0.986"
"148","0.00007","0.0736","0.102","0.983"
"149","0.0000713","0.0739","0.103","0.981"
"150","0.0000726","0.0724","0.101","0.981"
"151","0.0000739","0.074","0.103","0.982"
"152","0.0000753","0.0751","0.104","0.982"
"153","0.0000767","0.0713","0.0991","0.982"
"154","0.0000781","0.0759","0.106","0.986"
"155","0.0000796","0.0764","0.107","0.988"
"156","0.000081","0.0759","0.106","0.987"
"157","0.0000825","0.0725","0.101","0.988"
"158","0.0000841","0.0763","0.107","0.99"
"159","0.0000856","0.075","0.105","0.99"
"160","0.0000872","0.0741","0.103","0.988"
"161","0.0000888","0.0738","0.103","0.984"
"162","0.0000905","0.0732","0.102","0.982"
"163","0.0000922","0.0742","0.103","0.984"
"164","0.0000939","0.0759","0.106","0.983"
"165","0.0000956","0.0735","0.102","0.982"
"166","0.0000974","0.0697","0.0967","0.982"
"167","0.0000992","0.0699","0.0973","0.984"
"168","0.000101","0.0726","0.101","0.988"
"169","0.000103","0.0737","0.103","0.991"
"170","0.000105","0.0746","0.105","0.993"
"171","0.000107","0.0743","0.105","0.996"
"172","0.000109","0.0751","0.106","1"
"173","0.000111","0.0732","0.104","1"
"174","0.000113","0.0749","0.107","1.01"
"175","0.000115","0.0757","0.108","1.01"
"176","0.000117","0.0766","0.11","1.01"
"177","0.000119","0.0783","0.113","1.02"
"178","0.000121","0.0794","0.115","1.02"
"179","0.000124","0.0814","0.118","1.03"
"180","0.000126","0.0798","0.116","1.03"
"181","0.000128","0.0796","0.116","1.03"
"182","0.000131","0.0803","0.117","1.03"
"183","0.000133","0.0784","0.115","1.03"
"184","0.000136","0.0768","0.112","1.03"
"185","0.000138","0.0785","0.114","1.03"
"186","0.000141","0.0773","0.112","1.03"
"187","0.000143","0.0782","0.113","1.02"
"188","0.000146","0.0719","0.104","1.03"
"189","0.000149","0.0759","0.111","1.03"
"190","0.000151","0.0764","0.111","1.03"
"191","0.000154","0.0768","0.111","1.02"
"192","0.000157","0.0789","0.114","1.02"
"193","0.00016","0.0779","0.113","1.03"
"194","0.000163","0.0797","0.116","1.03"
"195","0.000166","0.0768","0.112","1.03"
"196","0.000169","0.0755","0.109","1.02"
"197","0.000172","0.0779","0.113","1.03"
"198","0.000175","0.0768","0.112","1.03"
"199","0.000179","0.0779","0.113","1.03"
"200","0.000182","0.0797","0.116","1.03"
"201","0.000185","0.0804","0.117","1.02"
"202","0.000189","0.0785","0.114","1.03"
"203","0.000192","0.0763","0.111","1.02"
"204","0.000196","0.0756","0.11","1.03"
"205","0.000199","0.0739","0.107","1.03"
"206","0.000203","0.0717","0.105","1.03"
"207","0.000207","0.0684","0.0998","1.03"
"208","0.000211","0.0664","0.0963","1.03"
"209","0.000215","0.0693","0.101","1.03"
"210","0.000218","0.0713","0.104","1.04"
"211","0.000223","0.0766","0.113","1.04"
"212","0.000227","0.0711","0.104","1.04"
"213","0.000231","0.0733","0.107","1.03"
"214","0.000235","0.0721","0.104","1.02"
"215","0.00024","0.0649","0.0935","1.02"
"216","0.000244","0.0623","0.0891","1.01"
"217","0.000248","0.0527","0.0745","0.999"
"218","0.000253","0.0575","0.0806","0.992"
"219","0.000258","0.0576","0.0799","0.982"
"220","0.000263","0.0565","0.0783","0.98"
"221","0.000267","0.0633","0.0869","0.971"
"222","0.000272","0.0643","0.0879","0.967"
"223","0.000277","0.0602","0.0826","0.97"
"224","0.000283","0.0587","0.0804","0.969"
