"Meas. Pts.","Sliding Speed","Friction Factor","Frictional Force","Normal Force"
"1","0.0000051","0.526","0.726","0.976"
"2","0.00000479","0.612","0.846","0.977"
"3","0.00000488","0.665","0.92","0.978"
"4","0.00000495","0.711","0.987","0.982"
"5","0.00000507","0.749","1.05","0.987"
"6","0.00000535","0.771","1.08","0.993"
"7","0.00000653","0.699","0.981","0.993"
"8","0.0000058","0.68","0.955","0.993"
"9","0.00000553","0.678","0.952","0.993"
"10","0.00000555","0.694","0.975","0.993"
"11","0.00000563","0.689","0.967","0.992"
"12","0.00000576","0.689","0.967","0.992"
"13","0.00000586","0.686","0.963","0.992"
"14","0.00000599","0.683","0.959","0.992"
"15","0.00000606","0.683","0.958","0.992"
"16","0.0000062","0.68","0.954","0.992"
"17","0.00000631","0.682","0.957","0.992"
"18","0.00000642","0.685","0.96","0.992"
"19","0.00000655","0.687","0.963","0.992"
"20","0.00000667","0.686","0.962","0.992"
"21","0.00000678","0.683","0.959","0.992"
"22","0.00000692","0.683","0.959","0.992"
"23","0.00000705","0.679","0.953","0.992"
"24","0.00000718","0.678","0.952","0.992"
"25","0.0000073","0.684","0.96","0.992"
"26","0.00000744","0.684","0.96","0.992"
"27","0.00000757","0.684","0.96","0.992"
"28","0.00000771","0.687","0.964","0.992"
"29","0.00000786","0.694","0.973","0.991"
"30","0.00000803","0.698","0.979","0.991"
"31","0.00000816","0.698","0.978","0.991"
"32","0.0000083","0.698","0.978","0.991"
"33","0.00000847","0.703","0.985","0.991"
"34","0.0000086","0.699","0.978","0.99"
"35","0.00000879","0.702","0.984","0.99"
"36","0.00000894","0.707","0.989","0.99"
"37","0.00000913","0.709","0.993","0.99"
"38","0.00000926","0.709","0.992","0.99"
"39","0.00000944","0.704","0.985","0.989"
"40","0.00000962","0.705","0.986","0.989"
"41","0.0000098","0.706","0.988","0.989"
"42","0.00000998","0.709","0.991","0.989"
"43","0.0000102","0.703","0.983","0.989"
"44","0.0000103","0.708","0.989","0.988"
"45","0.0000106","0.711","0.995","0.989"
"46","0.0000107","0.712","0.995","0.988"
"47","0.0000109","0.708","0.991","0.989"
"48","0.0000111","0.705","0.985","0.988"
"49","0.0000114","0.703","0.983","0.988"
"50","0.0000115","0.701","0.979","0.987"
"51","0.0000118","0.702","0.98","0.988"
"52","0.000012","0.702","0.98","0.987"
"53","0.0000122","0.702","0.98","0.987"
"54","0.0000124","0.694","0.968","0.987"
"55","0.0000127","0.699","0.976","0.987"
"56","0.0000129","0.698","0.974","0.986"
"57","0.0000132","0.695","0.97","0.986"
"58","0.0000134","0.699","0.975","0.986"
"59","0.0000136","0.703","0.98","0.986"
"60","0.0000139","0.703","0.981","0.986"
"61","0.0000141","0.699","0.975","0.986"
"62","0.0000144","0.699","0.973","0.985"
"63","0.0000147","0.696","0.97","0.985"
"64","0.0000149","0.686","0.956","0.984"
"65","0.0000152","0.683","0.951","0.984"
"66","0.0000155","0.677","0.941","0.983"
"67","0.0000158","0.679","0.942","0.982"
"68","0.0000161","0.685","0.951","0.982"
"69","0.0000164","0.689","0.957","0.983"
"70","0.0000167","0.7","0.972","0.983"
"71","0.000017","0.7","0.972","0.982"
"72","0.0000173","0.695","0.965","0.981"
"73","0.0000176","0.689","0.956","0.981"
"74","0.000018","0.686","0.951","0.981"
"75","0.0000183","0.681","0.944","0.98"
"76","0.0000186","0.683","0.945","0.979"
"77","0.000019","0.697","0.965","0.978"
"78","0.0000193","0.701","0.969","0.978"
"79","0.0000197","0.692","0.969","0.989"
"80","0.0000201","0.684","0.962","0.995"
"81","0.0000205","0.684","0.961","0.994"
"82","0.0000208","0.692","0.974","0.995"
"83","0.0000212","0.697","0.98","0.995"
"84","0.0000216","0.687","0.966","0.995"
"85","0.000022","0.676","0.95","0.993"
"86","0.0000224","0.678","0.953","0.993"
"87","0.0000228","0.684","0.961","0.993"
"88","0.0000232","0.689","0.968","0.993"
"89","0.0000237","0.697","0.978","0.993"
"90","0.0000241","0.68","0.953","0.992"
"91","0.0000245","0.669","0.938","0.991"
"92","0.000025","0.677","0.947","0.99"
"93","0.0000255","0.679","0.95","0.989"
"94","0.0000259","0.684","0.958","0.989"
"95","0.0000264","0.686","0.959","0.989"
"96","0.000027","0.69","0.965","0.988"
"97","0.0000275","0.692","0.966","0.988"
"98","0.0000279","0.685","0.957","0.987"
"99","0.0000285","0.689","0.961","0.986"
"100","0.000029","0.682","0.95","0.985"
"101","0.0000295","0.682","0.95","0.985"
"102","0.00003","0.684","0.953","0.985"
"103","0.0000306","0.683","0.952","0.985"
"104","0.0000312","0.671","0.934","0.984"
"105","0.0000318","0.655","0.91","0.982"
"106","0.0000323","0.641","0.889","0.981"
"107","0.0000329","0.662","0.918","0.98"
"108","0.0000335","0.678","0.939","0.98"
"109","0.0000342","0.685","0.949","0.979"
"110","0.0000348","0.681","0.941","0.977"
"111","0.0000355","0.666","0.919","0.976"
"112","0.0000361","0.658","0.908","0.976"
"113","0.0000368","0.657","0.91","0.979"
"114","0.0000374","0.635","0.878","0.978"
"115","0.0000382","0.636","0.877","0.976"
"116","0.0000389","0.646","0.892","0.976"
"117","0.0000396","0.638","0.88","0.975"
"118","0.0000403","0.641","0.883","0.974"
"119","0.000041","0.642","0.882","0.972"
"120","0.0000419","0.666","0.922","0.978"
"121","0.0000426","0.662","0.919","0.982"
"122","0.0000435","0.662","0.922","0.985"
"123","0.0000442","0.65","0.903","0.983"
"124","0.000045","0.63","0.874","0.98"
"125","0.0000459","0.631","0.874","0.979"
"126","0.0000467","0.625","0.863","0.976"
"127","0.0000476","0.619","0.852","0.974"
"128","0.0000484","0.637","0.877","0.974"
"129","0.0000493","0.647","0.893","0.976"
"130","0.0000503","0.635","0.883","0.982"
"131","0.0000512","0.614","0.85","0.98"
"132","0.0000521","0.642","0.891","0.982"
"133","0.0000531","0.661","0.917","0.981"
"134","0.0000541","0.66","0.914","0.979"
"135","0.0000551","0.663","0.917","0.978"
"136","0.0000561","0.656","0.904","0.975"
"137","0.0000572","0.638","0.877","0.971"
"138","0.0000582","0.636","0.884","0.983"
"139","0.0000592","0.652","0.907","0.983"
"140","0.0000604","0.681","0.946","0.981"
"141","0.0000615","0.678","0.938","0.979"
"142","0.0000626","0.667","0.921","0.976"
"143","0.0000638","0.657","0.911","0.981"
"144","0.0000649","0.676","0.936","0.978"
"145","0.0000663","0.679","0.938","0.977"
"146","0.0000675","0.67","0.924","0.975"
"147","0.0000687","0.643","0.883","0.971"
"148","0.00007","0.637","0.876","0.972"
"149","0.0000713","0.657","0.906","0.976"
"150","0.0000725","0.649","0.895","0.976"
"151","0.0000739","0.67","0.924","0.975"
"152","0.0000753","0.676","0.931","0.974"
"153","0.0000767","0.675","0.928","0.972"
"154","0.0000781","0.674","0.925","0.971"
"155","0.0000796","0.665","0.916","0.974"
"156","0.0000809","0.655","0.9","0.972"
"157","0.0000825","0.643","0.884","0.972"
"158","0.000084","0.642","0.882","0.971"
"159","0.0000856","0.665","0.921","0.978"
"160","0.0000873","0.665","0.922","0.98"
"161","0.0000888","0.67","0.929","0.98"
"162","0.0000905","0.675","0.935","0.979"
"163","0.0000921","0.632","0.873","0.978"
"164","0.0000939","0.662","0.915","0.978"
"165","0.0000955","0.656","0.905","0.976"
"166","0.0000974","0.645","0.89","0.975"
"167","0.0000992","0.658","0.91","0.977"
"168","0.000101","0.661","0.916","0.979"
"169","0.000103","0.628","0.87","0.979"
"170","0.000105","0.612","0.862","0.996"
"171","0.000107","0.622","0.878","0.998"
"172","0.000109","0.603","0.85","0.997"
"173","0.000111","0.57","0.803","0.996"
"174","0.000113","0.537","0.755","0.994"
"175","0.000115","0.606","0.852","0.995"
"176","0.000117","0.614","0.863","0.993"
"177","0.000119","0.616","0.864","0.992"
"178","0.000121","0.531","0.741","0.987"
"179","0.000124","0.57","0.793","0.984"
"180","0.000126","0.642","0.892","0.982"
"181","0.000128","0.621","0.859","0.979"
"182","0.000131","0.626","0.867","0.979"
"183","0.000133","0.597","0.827","0.979"
"184","0.000136","0.597","0.825","0.978"
"185","0.000138","0.583","0.805","0.976"
"186","0.000141","0.599","0.824","0.973"
"187","0.000143","0.629","0.868","0.976"
"188","0.000146","0.622","0.857","0.974"
"189","0.000149","0.636","0.871","0.969"
"190","0.000151","0.587","0.805","0.969"
"191","0.000154","0.575","0.791","0.973"
"192","0.000157","0.642","0.882","0.972"
"193","0.00016","0.642","0.889","0.979"
"194","0.000163","0.653","0.904","0.979"
"195","0.000166","0.657","0.909","0.978"
"196","0.000169","0.63","0.872","0.979"
"197","0.000172","0.608","0.842","0.98"
"198","0.000175","0.639","0.886","0.981"
"199","0.000178","0.632","0.878","0.982"
"200","0.000182","0.627","0.871","0.982"
"201","0.000185","0.618","0.863","0.987"
"202","0.000189","0.61","0.858","0.994"
"203","0.000192","0.603","0.853","1"
"204","0.000196","0.651","0.926","1.01"
"205","0.000199","0.623","0.89","1.01"
"206","0.000203","0.637","0.914","1.02"
