"Meas. Pts.","Sliding Speed","Friction Factor","Frictional Force","Normal Force"
"1","0.00000504","0.41","0.576","0.993"
"2","0.0000049","0.587","0.824","0.993"
"3","0.00000478","0.587","0.819","0.987"
"4","0.00000504","0.589","0.815","0.978"
"5","0.00000524","0.621","0.853","0.972"
"6","0.00000505","0.689","0.951","0.976"
"7","0.00000522","0.681","0.941","0.977"
"8","0.00000541","0.671","0.927","0.977"
"9","0.00000534","0.676","0.933","0.976"
"10","0.00000555","0.675","0.932","0.976"
"11","0.00000564","0.673","0.94","0.987"
"12","0.00000576","0.674","0.943","0.989"
"13","0.00000585","0.671","0.939","0.99"
"14","0.00000597","0.658","0.921","0.99"
"15","0.0000061","0.648","0.907","0.989"
"16","0.00000618","0.64","0.896","0.989"
"17","0.00000634","0.636","0.89","0.989"
"18","0.0000064","0.633","0.886","0.989"
"19","0.00000655","0.629","0.879","0.989"
"20","0.00000667","0.623","0.871","0.988"
"21","0.0000068","0.617","0.863","0.989"
"22","0.0000069","0.613","0.856","0.988"
"23","0.00000703","0.614","0.857","0.988"
"24","0.00000718","0.612","0.854","0.987"
"25","0.00000731","0.608","0.848","0.987"
"26","0.00000746","0.605","0.845","0.987"
"27","0.00000758","0.604","0.843","0.987"
"28","0.00000772","0.606","0.845","0.987"
"29","0.00000786","0.604","0.843","0.987"
"30","0.00000804","0.615","0.859","0.987"
"31","0.00000815","0.613","0.855","0.986"
"32","0.00000831","0.614","0.857","0.986"
"33","0.00000845","0.618","0.862","0.986"
"34","0.00000862","0.631","0.88","0.986"
"35","0.00000878","0.637","0.888","0.986"
"36","0.00000895","0.639","0.891","0.986"
"37","0.0000091","0.639","0.891","0.986"
"38","0.00000929","0.634","0.883","0.986"
"39","0.00000944","0.632","0.881","0.986"
"40","0.00000963","0.634","0.884","0.985"
"41","0.00000979","0.633","0.881","0.984"
"42","0.00000996","0.628","0.874","0.984"
"43","0.0000102","0.627","0.872","0.984"
"44","0.0000104","0.625","0.87","0.984"
"45","0.0000106","0.629","0.875","0.984"
"46","0.0000107","0.62","0.861","0.983"
"47","0.0000109","0.621","0.863","0.983"
"48","0.0000111","0.624","0.866","0.982"
"49","0.0000113","0.633","0.878","0.981"
"50","0.0000116","0.642","0.89","0.98"
"51","0.0000118","0.645","0.895","0.98"
"52","0.000012","0.646","0.895","0.98"
"53","0.0000122","0.634","0.881","0.983"
"54","0.0000124","0.638","0.889","0.985"
"55","0.0000127","0.637","0.887","0.984"
"56","0.0000129","0.629","0.875","0.983"
"57","0.0000131","0.626","0.87","0.983"
"58","0.0000134","0.63","0.876","0.983"
"59","0.0000136","0.647","0.897","0.981"
"60","0.0000139","0.675","0.937","0.982"
"61","0.0000141","0.69","0.959","0.982"
"62","0.0000144","0.701","0.973","0.982"
"63","0.0000147","0.705","0.979","0.981"
"64","0.0000149","0.706","0.98","0.981"
"65","0.0000152","0.71","0.985","0.981"
"66","0.0000155","0.703","0.975","0.98"
"67","0.0000158","0.698","0.968","0.981"
"68","0.0000161","0.693","0.965","0.985"
"69","0.0000164","0.683","0.951","0.985"
"70","0.0000167","0.68","0.947","0.984"
"71","0.000017","0.667","0.929","0.984"
"72","0.0000173","0.653","0.907","0.983"
"73","0.0000177","0.634","0.881","0.982"
"74","0.000018","0.618","0.857","0.981"
"75","0.0000183","0.621","0.861","0.98"
"76","0.0000186","0.627","0.869","0.98"
"77","0.000019","0.634","0.879","0.979"
"78","0.0000194","0.639","0.885","0.979"
"79","0.0000197","0.631","0.873","0.979"
"80","0.0000201","0.623","0.862","0.979"
"81","0.0000204","0.617","0.853","0.978"
"82","0.0000208","0.623","0.862","0.979"
"83","0.0000212","0.623","0.866","0.984"
