"Meas. Pts.","Sliding Speed","Friction Factor","Frictional Force","Normal Force"
"1","0.00000497","0.575","0.791","0.973"
"2","0.00000478","0.592","0.811","0.968"
"3","0.00000477","0.581","0.793","0.965"
"4","0.000005","0.578","0.787","0.962"
"5","0.00000513","0.574","0.786","0.969"
"6","0.00000515","0.606","0.837","0.977"
"7","0.00000525","0.635","0.878","0.978"
"8","0.00000537","0.652","0.901","0.978"
"9","0.00000546","0.656","0.909","0.979"
"10","0.00000555","0.666","0.922","0.979"
"11","0.00000565","0.669","0.927","0.979"
"12","0.00000574","0.668","0.926","0.98"
"13","0.00000587","0.666","0.924","0.981"
"14","0.00000597","0.662","0.923","0.986"
"15","0.00000608","0.66","0.92","0.987"
"16","0.0000062","0.66","0.921","0.987"
"17","0.0000063","0.659","0.921","0.988"
"18","0.00000644","0.656","0.916","0.988"
"19","0.00000656","0.651","0.91","0.988"
"20","0.00000665","0.644","0.901","0.988"
"21","0.00000677","0.643","0.898","0.988"
"22","0.00000692","0.639","0.894","0.989"
"23","0.00000705","0.636","0.889","0.989"
"24","0.00000718","0.632","0.884","0.989"
"25","0.0000073","0.63","0.881","0.989"
"26","0.00000745","0.634","0.887","0.99"
"27","0.00000759","0.635","0.889","0.99"
"28","0.0000077","0.632","0.885","0.99"
"29","0.00000788","0.631","0.883","0.991"
"30","0.00000802","0.631","0.885","0.991"
"31","0.00000817","0.627","0.879","0.992"
"32","0.0000083","0.622","0.873","0.992"
"33","0.00000844","0.619","0.867","0.991"
"34","0.00000861","0.616","0.865","0.992"
"35","0.00000877","0.617","0.865","0.992"
"36","0.00000894","0.614","0.863","0.993"
"37","0.0000091","0.612","0.86","0.992"
"38","0.00000929","0.611","0.857","0.992"
"39","0.00000946","0.611","0.857","0.993"
"40","0.00000973","0.611","0.857","0.993"
"41","0.00000978","0.61","0.856","0.993"
"42","0.00000999","0.608","0.855","0.994"
"43","0.0000102","0.609","0.855","0.993"
"44","0.0000104","0.61","0.858","0.994"
"45","0.0000106","0.609","0.857","0.994"
"46","0.0000107","0.607","0.854","0.995"
"47","0.000011","0.609","0.857","0.995"
"48","0.0000112","0.614","0.864","0.996"
"49","0.0000113","0.62","0.873","0.996"
"50","0.0000116","0.632","0.891","0.996"
"51","0.0000118","0.649","0.915","0.996"
"52","0.000012","0.655","0.923","0.997"
"53","0.0000122","0.661","0.931","0.996"
"54","0.0000124","0.66","0.93","0.996"
"55","0.0000127","0.663","0.935","0.997"
"56","0.0000129","0.669","0.943","0.997"
"57","0.0000132","0.666","0.939","0.997"
"58","0.0000134","0.67","0.945","0.997"
"59","0.0000137","0.676","0.954","0.997"
"60","0.0000139","0.685","0.966","0.997"
