"Meas. Pts.","Friction Factor","Frictional Force","Sliding Speed","Normal Force"
"1","0.0325","0.04687","0.2821","1.02"
"2","0.03162","0.0456","0.277","1.02"
"3","0.03081","0.04445","0.272","1.02"
"4","0.03132","0.04525","0.267","1.022"
"5","0.03261","0.04707","0.2622","1.021"
"6","0.03022","0.04356","0.2574","1.019"
"7","0.03185","0.04596","0.2527","1.02"
"8","0.02969","0.04282","0.248","1.02"
"9","0.03042","0.04378","0.2436","1.018"
"10","0.03062","0.04416","0.2391","1.02"
"11","0.02945","0.04236","0.2348","1.017"
"12","0.02964","0.04263","0.2305","1.017"
"13","0.02943","0.0423","0.2263","1.016"
"14","0.02925","0.04206","0.2222","1.017"
"15","0.02937","0.04219","0.2182","1.016"
"16","0.0285","0.04095","0.2142","1.016"
"17","0.02862","0.04106","0.2103","1.014"
"18","0.02929","0.04195","0.2065","1.013"
"19","0.02735","0.03919","0.2027","1.013"
"20","0.02859","0.04108","0.199","1.016"
"21","0.02723","0.03896","0.1954","1.012"
"22","0.0285","0.04082","0.1918","1.013"
"23","0.02739","0.03929","0.1884","1.014"
"24","0.02701","0.03862","0.1849","1.011"
"25","0.02851","0.04083","0.1816","1.013"
"26","0.02823","0.04045","0.1783","1.013"
"27","0.02741","0.0393","0.175","1.014"
"28","0.02723","0.03905","0.1718","1.014"
"29","0.02714","0.03897","0.1687","1.015"
"30","0.02744","0.03926","0.1656","1.012"
"31","0.02746","0.03933","0.1626","1.013"
"32","0.02801","0.04007","0.1597","1.012"
"33","0.02675","0.03817","0.1567","1.009"
"34","0.02598","0.03709","0.1539","1.009"
"35","0.02723","0.03896","0.1511","1.012"
"36","0.02668","0.03806","0.1483","1.009"
"37","0.026","0.03712","0.1456","1.009"
"38","0.02698","0.03843","0.143","1.007"
"39","0.02594","0.03709","0.1404","1.011"
"40","0.02665","0.03797","0.1379","1.007"
"41","0.02619","0.03724","0.1353","1.006"
"42","0.02656","0.03769","0.1329","1.004"
"43","0.02683","0.03813","0.1304","1.005"
"44","0.02634","0.03747","0.1281","1.006"
"45","0.02632","0.03757","0.1257","1.009"
"46","0.02684","0.03815","0.1235","1.005"
"47","0.02666","0.03797","0.1212","1.007"
"48","0.0269","0.03819","0.119","1.004"
"49","0.02691","0.03831","0.1168","1.007"
"50","0.02707","0.03855","0.1147","1.007"
"51","0.02694","0.03834","0.1126","1.006"
"52","0.02696","0.0383","0.1106","1.005"
"53","0.02705","0.03849","0.1086","1.006"
"54","0.02729","0.03886","0.1066","1.007"
"55","0.02727","0.03868","0.1046","1.003"
"56","0.02775","0.03958","0.1027","1.009"
"57","0.02779","0.0394","0.1009","1.003"
"58","0.02786","0.03934","0.09903","0.9984"
"59","0.02815","0.04005","0.09723","1.006"
"60","0.02862","0.04083","0.09546","1.009"
"61","0.02867","0.04081","0.09372","1.007"
"62","0.02856","0.04068","0.09201","1.007"
"63","0.02917","0.04128","0.09034","1.001"
"64","0.02831","0.03991","0.08869","0.9966"
"65","0.02923","0.04178","0.08708","1.011"
"66","0.02909","0.04101","0.0855","0.997"
"67","0.02955","0.04219","0.08394","1.01"
"68","0.02931","0.04129","0.08241","0.9961"
"69","0.03062","0.04356","0.08091","1.006"
"70","0.02977","0.04226","0.07944","1.004"
"71","0.03114","0.04407","0.07799","1.001"
"72","0.03075","0.04376","0.07657","1.006"
"73","0.03051","0.04314","0.07518","0.9997"
"74","0.03219","0.04555","0.07381","1.001"
"75","0.0319","0.04536","0.07247","1.006"
"76","0.0314","0.04436","0.07115","0.9991"
"77","0.03216","0.0454","0.06985","0.9981"
"78","0.03362","0.04769","0.06858","1.003"
"79","0.03304","0.04675","0.06734","1.001"
"80","0.03314","0.04737","0.06611","1.011"
"81","0.03274","0.04607","0.06491","0.995"
"82","0.03373","0.04772","0.06373","1"
"83","0.03417","0.04819","0.06257","0.9971"
"84","0.03509","0.04901","0.06143","0.9876"
"85","0.03621","0.05097","0.06031","0.9953"
"86","0.03693","0.0525","0.05921","1.005"
"87","0.0372","0.05309","0.05813","1.009"
"88","0.03747","0.05349","0.05708","1.009"
"89","0.03786","0.0541","0.05604","1.01"
"90","0.03855","0.05502","0.05502","1.009"
"91","0.03913","0.05553","0.05402","1.003"
"92","0.03925","0.05506","0.05303","0.9918"
"93","0.03878","0.05401","0.05207","0.9848"
"94","0.03864","0.05448","0.05112","0.9969"
"95","0.03938","0.05574","0.05019","1.001"
"96","0.03836","0.05376","0.04928","0.991"
"97","0.03933","0.05628","0.04838","1.012"
"98","0.04101","0.05812","0.0475","1.002"
"99","0.04177","0.05954","0.04663","1.008"
"100","0.04265","0.05953","0.04579","0.9869"
"101","0.04245","0.06006","0.04495","1"
"102","0.04131","0.05833","0.04413","0.9984"
"103","0.04336","0.06158","0.04333","1.004"
"104","0.0449","0.0637","0.04254","1.003"
"105","0.04441","0.06241","0.04177","0.9937"
"106","0.04343","0.06138","0.04101","0.9994"
"107","0.0459","0.06519","0.04026","1.004"
"108","0.0472","0.0662","0.03953","0.9917"
"109","0.04521","0.0636","0.03881","0.9947"
"110","0.04679","0.06673","0.0381","1.008"
"111","0.04921","0.06916","0.03741","0.9938"
"112","0.04686","0.06597","0.03673","0.9955"
"113","0.04898","0.06992","0.03606","1.009"
"114","0.0505","0.07098","0.0354","0.9939"
"115","0.04876","0.06908","0.03476","1.002"
"116","0.0519","0.07351","0.03413","1.002"
"117","0.0517","0.07218","0.03351","0.9872"
"118","0.05132","0.07328","0.0329","1.01"
"119","0.0539","0.07594","0.0323","0.9962"
"120","0.05162","0.07293","0.03171","0.9989"
"121","0.05425","0.0762","0.03113","0.9933"
"122","0.05314","0.07565","0.03057","1.007"
"123","0.0561","0.07847","0.03001","0.9892"
"124","0.05433","0.07716","0.02946","1.004"
"125","0.05773","0.08145","0.02893","0.9976"
"126","0.05568","0.07886","0.0284","1.001"
"127","0.05913","0.08345","0.02788","0.9979"
"128","0.05703","0.08108","0.02738","1.005"
"129","0.06051","0.08442","0.02688","0.9865"
"130","0.05855","0.08376","0.02639","1.012"
"131","0.06052","0.08436","0.02591","0.9857"
"132","0.05963","0.08432","0.02544","0.9998"
"133","0.06409","0.09118","0.02497","1.006"
"134","0.06108","0.08593","0.02452","0.9948"
