"Meas. Pts.","Friction Factor","Frictional Force","Sliding Speed","Normal Force"
"1","0.03132","0.04517","0.2821","1.02"
"2","0.0313","0.04516","0.277","1.02"
"3","0.03269","0.04721","0.272","1.021"
"4","0.03337","0.04807","0.267","1.019"
"5","0.03072","0.04423","0.2622","1.018"
"6","0.03166","0.0456","0.2574","1.018"
"7","0.03104","0.04466","0.2527","1.017"
"8","0.03186","0.04589","0.2481","1.019"
"9","0.02978","0.0429","0.2436","1.019"
"10","0.03007","0.04327","0.2392","1.018"
"11","0.03066","0.04397","0.2348","1.014"
"12","0.03008","0.04318","0.2305","1.015"
"13","0.02985","0.04283","0.2263","1.015"
"14","0.0296","0.04245","0.2222","1.014"
"15","0.02905","0.0417","0.2182","1.015"
"16","0.02953","0.04235","0.2142","1.014"
"17","0.02967","0.04246","0.2103","1.012"
"18","0.02798","0.04001","0.2065","1.011"
"19","0.02882","0.04132","0.2027","1.014"
"20","0.02887","0.0413","0.199","1.011"
"21","0.02823","0.04047","0.1954","1.014"
"22","0.02766","0.03947","0.1918","1.009"
"23","0.02886","0.04131","0.1884","1.012"
"24","0.02792","0.04","0.1849","1.013"
"25","0.02711","0.03869","0.1816","1.009"
"26","0.02738","0.03906","0.1783","1.009"
"27","0.02842","0.04046","0.175","1.007"
"28","0.0285","0.04067","0.1718","1.009"
"29","0.02839","0.04053","0.1687","1.009"
"30","0.02785","0.03957","0.1656","1.005"
"31","0.02717","0.03867","0.1626","1.006"
"32","0.02651","0.03782","0.1597","1.009"
"33","0.02615","0.03731","0.1567","1.009"
"34","0.02763","0.03945","0.1539","1.009"
"35","0.0271","0.03851","0.1511","1.005"
"36","0.02621","0.03737","0.1484","1.008"
"37","0.0276","0.03937","0.1456","1.009"
"38","0.02639","0.03748","0.143","1.004"
"39","0.0275","0.03926","0.1404","1.01"
"40","0.02636","0.03748","0.1378","1.005"
"41","0.02714","0.03849","0.1353","1.003"
"42","0.02644","0.03756","0.1328","1.004"
"43","0.02666","0.03777","0.1304","1.002"
"44","0.027","0.03826","0.1281","1.002"
"45","0.02687","0.03834","0.1257","1.009"
"46","0.02673","0.03796","0.1235","1.004"
"47","0.02678","0.03808","0.1212","1.006"
"48","0.02691","0.0381","0.119","1.001"
"49","0.02725","0.03871","0.1168","1.004"
"50","0.02719","0.03864","0.1147","1.005"
"51","0.02724","0.03866","0.1126","1.004"
"52","0.02724","0.03866","0.1106","1.003"
"53","0.02745","0.039","0.1086","1.005"
"54","0.02772","0.03938","0.1066","1.004"
"55","0.02781","0.03931","0.1046","0.9997"
"56","0.02802","0.03981","0.1027","1.005"
"57","0.0274","0.03878","0.1009","1.001"
"58","0.02808","0.03971","0.09903","1"
"59","0.02862","0.04064","0.09723","1.004"
"60","0.02881","0.0409","0.09546","1.004"
"61","0.02852","0.04061","0.09372","1.007"
"62","0.02933","0.04167","0.09201","1.005"
"63","0.02886","0.04058","0.09034","0.9943"
"64","0.0289","0.04089","0.08869","1.001"
"65","0.02998","0.04256","0.08708","1.004"
"66","0.02935","0.04151","0.0855","1"
"67","0.03042","0.04311","0.08394","1.002"
"68","0.0298","0.0422","0.08241","1.001"
"69","0.0306","0.04315","0.08091","0.9972"
"70","0.03068","0.04367","0.07944","1.006"
"71","0.03012","0.04249","0.07799","0.9977"
"72","0.03195","0.04513","0.07657","0.9989"
"73","0.03135","0.04454","0.07518","1.004"
"74","0.03105","0.04377","0.07381","0.9969"
"75","0.03275","0.04612","0.07247","0.9958"
