"Meas. Pts.","Friction Factor","Frictional Force","Sliding Speed","Normal Force"
"1","0.007494","0.01044","0.000004702","0.9847"
"2","0.01671","0.02326","0.000004789","0.9846"
"3","0.02446","0.03404","0.000004879","0.9841"
"4","0.0307","0.04269","0.00000497","0.9833"
"5","0.03686","0.05122","0.000005063","0.9827"
"6","0.04294","0.05975","0.000005152","0.9839"
"7","0.04879","0.0681","0.000005245","0.9868"
"8","0.05436","0.07582","0.000005346","0.9864"
"9","0.05918","0.08263","0.00000544","0.9874"
"10","0.06323","0.0884","0.000005549","0.9886"
"11","0.0668","0.09346","0.000005648","0.9893"
"12","0.0703","0.09829","0.000005744","0.9887"
"13","0.07324","0.1031","0.000005862","0.9957"
"14","0.07659","0.1077","0.000005973","0.9942"
"15","0.07972","0.112","0.000006079","0.9935"
"16","0.08261","0.1159","0.000006196","0.9924"
"17","0.08556","0.1199","0.00000631","0.9907"
"18","0.08821","0.1235","0.000006426","0.9897"
"19","0.09082","0.127","0.000006548","0.9885"
"20","0.09308","0.13","0.000006667","0.9876"
"21","0.09535","0.1329","0.000006789","0.9856"
"22","0.09751","0.1357","0.000006917","0.9839"
"23","0.09935","0.1381","0.000007044","0.9829"
"24","0.1013","0.1405","0.000007168","0.981"
"25","0.1031","0.1428","0.000007306","0.9795"
"26","0.1045","0.1446","0.000007449","0.9782"
"27","0.1059","0.1463","0.000007572","0.9764"
"28","0.1073","0.148","0.000007716","0.975"
"29","0.1084","0.1494","0.000007872","0.974"
"30","0.1093","0.1509","0.000008005","0.9766"
"31","0.11","0.1526","0.000008155","0.9811"
"32","0.111","0.1542","0.000008311","0.9823"
"33","0.1123","0.1558","0.000008469","0.9806"
"34","0.1135","0.1573","0.000008617","0.9798"
"35","0.1146","0.1585","0.000008779","0.9779"
"36","0.1154","0.1594","0.000008943","0.9765"
"37","0.1162","0.1602","0.000009106","0.9754"
"38","0.1166","0.1612","0.00000928","0.9774"
"39","0.1173","0.1623","0.000009455","0.9786"
"40","0.1175","0.1636","0.000009621","0.9842"
"41","0.1184","0.1649","0.000009803","0.9846"
"42","0.1191","0.1656","0.000009983","0.9835"
"43","0.1196","0.1662","0.00001016","0.9828"
"44","0.1199","0.1666","0.00001036","0.9825"
"45","0.1205","0.1675","0.00001055","0.9832"
"46","0.1211","0.1689","0.00001074","0.986"
"47","0.122","0.1703","0.00001094","0.9868"
"48","0.1226","0.1709","0.00001116","0.9858"
"49","0.1229","0.1713","0.00001135","0.9853"
"50","0.1233","0.1718","0.00001156","0.9851"
"51","0.124","0.1727","0.00001178","0.9845"
"52","0.1248","0.1738","0.000012","0.9845"
"53","0.1256","0.1747","0.00001222","0.9836"
"54","0.1261","0.1753","0.00001244","0.9835"
"55","0.1264","0.1758","0.00001267","0.983"
"56","0.1268","0.1762","0.00001292","0.9828"
"57","0.1271","0.1765","0.00001315","0.9825"
"58","0.1275","0.1771","0.00001339","0.9818"
