"Meas. Pts.","Friction Factor","Frictional Force","Sliding Speed","Normal Force"
"1","0.04389","0.06342","0.2821","1.022"
"2","0.04254","0.06142","0.277","1.021"
"3","0.04157","0.05982","0.272","1.018"
"4","0.04089","0.05888","0.267","1.018"
"5","0.04216","0.0609","0.2621","1.021"
"6","0.04107","0.05918","0.2574","1.019"
"7","0.04116","0.05937","0.2526","1.02"
"8","0.04072","0.05858","0.2481","1.017"
"9","0.04092","0.05894","0.2436","1.019"
"10","0.03993","0.05745","0.2391","1.017"
"11","0.04029","0.05802","0.2348","1.018"
"12","0.03999","0.05753","0.2305","1.017"
"13","0.04013","0.05772","0.2263","1.017"
"14","0.04032","0.05796","0.2222","1.016"
"15","0.03986","0.05732","0.2182","1.017"
"16","0.04037","0.058","0.2141","1.016"
"17","0.03984","0.05727","0.2103","1.017"
"18","0.03986","0.05739","0.2064","1.018"
"19","0.0401","0.05755","0.2027","1.015"
"20","0.03953","0.05681","0.199","1.016"
"21","0.03975","0.05706","0.1954","1.015"
"22","0.03962","0.05696","0.1918","1.016"
"23","0.03881","0.05557","0.1883","1.012"
"24","0.04062","0.05817","0.1849","1.013"
"25","0.04066","0.05833","0.1816","1.014"
"26","0.03983","0.05719","0.1782","1.015"
"27","0.03945","0.05664","0.175","1.015"
"28","0.03876","0.05537","0.1718","1.01"
"29","0.03882","0.05545","0.1687","1.01"
"30","0.03921","0.05616","0.1656","1.013"
"31","0.0401","0.05757","0.1626","1.015"
"32","0.04076","0.05833","0.1596","1.012"
"33","0.04102","0.05865","0.1568","1.011"
"34","0.04043","0.05765","0.1539","1.008"
"35","0.03997","0.05715","0.1511","1.011"
"36","0.04133","0.05904","0.1483","1.01"
"37","0.04039","0.05759","0.1457","1.008"
"38","0.04167","0.05974","0.143","1.014"
"39","0.04111","0.05843","0.1404","1.005"
"40","0.04243","0.0607","0.1378","1.012"
"41","0.04136","0.05914","0.1353","1.011"
"42","0.04202","0.06009","0.1328","1.011"
"43","0.04248","0.06087","0.1305","1.013"
"44","0.04237","0.06061","0.1281","1.011"
"45","0.04318","0.06133","0.1258","1.004"
"46","0.04303","0.06131","0.1235","1.008"
"47","0.0438","0.06239","0.1212","1.007"
"48","0.04392","0.06266","0.119","1.009"
"49","0.04419","0.06289","0.1168","1.006"
"50","0.0446","0.06345","0.1147","1.006"
"51","0.04504","0.06409","0.1126","1.006"
"52","0.0454","0.06463","0.1106","1.007"
"53","0.04607","0.06541","0.1086","1.004"
"54","0.04583","0.06498","0.1066","1.003"
"55","0.04684","0.06679","0.1046","1.008"
"56","0.04679","0.06632","0.1027","1.002"
"57","0.04785","0.06827","0.1009","1.009"
"58","0.04814","0.06863","0.09903","1.008"
"59","0.04797","0.06785","0.09723","1"
"60","0.04845","0.0686","0.09546","1.001"
"61","0.04986","0.07051","0.09372","1"
"62","0.04963","0.07002","0.09201","0.9976"
"63","0.04986","0.07118","0.09034","1.009"
"64","0.05172","0.07366","0.08869","1.007"
"65","0.05153","0.07292","0.08708","1.001"
"66","0.05263","0.07483","0.0855","1.006"
"67","0.05284","0.07487","0.08394","1.002"
"68","0.05414","0.07699","0.08241","1.005"
"69","0.05338","0.07583","0.08091","1.005"
"70","0.05497","0.07749","0.07944","0.9969"
"71","0.05558","0.0791","0.07799","1.006"
"72","0.05638","0.0799","0.07657","1.002"
"73","0.05727","0.08091","0.07518","0.9989"
"74","0.05706","0.08121","0.07381","1.006"
"75","0.05785","0.08217","0.07247","1.004"
"76","0.0594","0.08392","0.07115","0.999"
"77","0.0606","0.08582","0.06986","1.001"
