"Meas. Pts.","Friction Factor","Frictional Force","Sliding Speed","Normal Force"
"1","0.009208","0.01298","0.000004711","0.997"
"2","0.02117","0.02988","0.0000048","0.9981"
"3","0.03269","0.04615","0.000004889","0.9982"
"4","0.04371","0.06166","0.000004976","0.9976"
"5","0.05449","0.07681","0.000005063","0.9967"
"6","0.06451","0.09084","0.000005152","0.9958"
"7","0.07366","0.1036","0.000005243","0.9949"
"8","0.0816","0.1146","0.000005335","0.9935"
"9","0.08918","0.1251","0.000005429","0.9918"
"10","0.09679","0.1355","0.000005542","0.9896"
"11","0.1045","0.1459","0.000005656","0.9878"
"12","0.1119","0.1561","0.000005765","0.9867"
"13","0.1192","0.166","0.000005871","0.9849"
"14","0.1264","0.1756","0.000005977","0.9823"
"15","0.1335","0.185","0.000006081","0.98"
"16","0.1401","0.1938","0.000006185","0.978"
"17","0.1467","0.2022","0.000006292","0.9751"
"18","0.1527","0.21","0.000006416","0.9727"
"19","0.1585","0.2177","0.000006541","0.9713"
"20","0.1631","0.2252","0.000006646","0.9765"
"21","0.1682","0.2324","0.000006795","0.9772"
"22","0.173","0.2393","0.000006924","0.9779"
"23","0.1764","0.2459","0.000007057","0.9858"
"24","0.1817","0.2525","0.000007175","0.9825"
"25","0.1867","0.2588","0.0000073","0.9802"
"26","0.1916","0.2647","0.000007433","0.977"
"27","0.1964","0.2705","0.000007568","0.9738"
"28","0.2008","0.2759","0.000007713","0.9716"
"29","0.2047","0.2806","0.000007873","0.9694"
"30","0.2075","0.2854","0.000008028","0.9728"
"31","0.2095","0.29","0.000008163","0.9789"
"32","0.2128","0.2939","0.000008312","0.9766"
"33","0.2159","0.2975","0.000008466","0.9745"
"34","0.2188","0.3008","0.000008607","0.9719"
"35","0.2206","0.3037","0.000008769","0.9734"
"36","0.2224","0.3062","0.00000894","0.9734"
"37","0.2244","0.3083","0.000009108","0.9717"
"38","0.2246","0.3106","0.000009283","0.9779"
"39","0.2264","0.3129","0.000009455","0.9769"
"40","0.2285","0.3153","0.000009637","0.976"
"41","0.2296","0.3182","0.00000981","0.9801"
"42","0.2314","0.3204","0.000009981","0.979"
"43","0.2324","0.3232","0.00001017","0.9833"
"44","0.234","0.3263","0.00001035","0.9859"
"45","0.2362","0.329","0.00001054","0.9848"
"46","0.2361","0.3317","0.00001073","0.9934"
"47","0.2379","0.3336","0.00001094","0.9915"
"48","0.2395","0.3355","0.00001115","0.9906"
"49","0.2412","0.3373","0.00001136","0.9889"
"50","0.2422","0.3385","0.00001157","0.9882"
"51","0.2437","0.3401","0.00001179","0.9866"
"52","0.2451","0.3418","0.000012","0.986"
"53","0.2468","0.3437","0.00001221","0.9845"
"54","0.2482","0.3454","0.00001244","0.9839"
"55","0.2499","0.3474","0.00001267","0.983"
"56","0.2515","0.3493","0.00001291","0.9821"
"57","0.2525","0.3506","0.00001315","0.9815"
"58","0.2531","0.3511","0.00001341","0.981"
"59","0.2538","0.352","0.00001365","0.9806"
"60","0.2548","0.3532","0.00001391","0.9802"
"61","0.2558","0.3544","0.00001416","0.9797"
"62","0.256","0.3559","0.00001441","0.9829"
"63","0.2568","0.3576","0.00001467","0.9847"
"64","0.2568","0.3577","0.00001495","0.9847"
"65","0.2577","0.3587","0.00001523","0.9842"
"66","0.2586","0.3596","0.00001552","0.9834"
"67","0.2594","0.3605","0.00001581","0.9829"
"68","0.2606","0.3622","0.00001611","0.983"
"69","0.2615","0.3633","0.0000164","0.9826"
"70","0.2613","0.3629","0.00001669","0.982"
"71","0.2612","0.3628","0.000017","0.9824"
"72","0.261","0.3626","0.00001731","0.9822"
"73","0.2616","0.3634","0.00001764","0.9822"
"74","0.2617","0.3641","0.00001797","0.9838"
"75","0.2622","0.3654","0.00001831","0.9855"
"76","0.2636","0.3674","0.00001866","0.9857"
"77","0.2634","0.3686","0.000019","0.9895"
"78","0.2648","0.3706","0.00001934","0.9898"
