"Meas. Pts.","Friction Factor","Frictional Force","Sliding Speed","Normal Force"
"1","0.03178","0.04581","0.2821","1.019"
"2","0.03157","0.04546","0.277","1.018"
"3","0.03268","0.04705","0.2719","1.018"
"4","0.03416","0.04912","0.267","1.017"
"5","0.03192","0.04583","0.2621","1.015"
"6","0.03151","0.04528","0.2573","1.016"
"7","0.03164","0.0454","0.2527","1.015"
"8","0.03141","0.04511","0.2481","1.016"
"9","0.03059","0.04386","0.2435","1.014"
"10","0.03089","0.04429","0.2391","1.014"
"11","0.03066","0.04399","0.2348","1.014"
"12","0.03072","0.04406","0.2305","1.014"
"13","0.03018","0.04325","0.2263","1.013"
"14","0.02967","0.04254","0.2222","1.014"
"15","0.0297","0.04254","0.2181","1.013"
"16","0.02947","0.04214","0.2141","1.011"
"17","0.02976","0.04259","0.2103","1.012"
"18","0.02913","0.04162","0.2065","1.01"
"19","0.02853","0.04084","0.2027","1.012"
"20","0.02922","0.04175","0.199","1.01"
"21","0.02831","0.04048","0.1954","1.011"
"22","0.02826","0.04032","0.1918","1.009"
"23","0.02895","0.04134","0.1883","1.01"
"24","0.02733","0.03909","0.1849","1.011"
"25","0.02721","0.03882","0.1816","1.009"
"26","0.02824","0.04015","0.1783","1.005"
"27","0.02839","0.04051","0.175","1.009"
"28","0.02834","0.04051","0.1718","1.011"
"29","0.02823","0.04035","0.1687","1.011"
"30","0.02834","0.04047","0.1656","1.01"
"31","0.02735","0.03882","0.1626","1.004"
"32","0.02675","0.03807","0.1596","1.006"
"33","0.02616","0.03719","0.1568","1.005"
"34","0.02728","0.03887","0.1539","1.008"
"35","0.02727","0.03875","0.1511","1.005"
"36","0.02584","0.03675","0.1483","1.005"
"37","0.02731","0.03894","0.1456","1.008"
"38","0.02638","0.03742","0.143","1.003"
"39","0.02682","0.03821","0.1404","1.008"
"40","0.02612","0.03698","0.1378","1.001"
"41","0.02717","0.03863","0.1353","1.005"
"42","0.02606","0.03709","0.1328","1.006"
"43","0.02647","0.03761","0.1305","1.005"
"44","0.02679","0.0379","0.1281","1.001"
"45","0.0263","0.03726","0.1258","1.002"
"46","0.02619","0.03728","0.1234","1.007"
"47","0.02619","0.03707","0.1212","1.001"
"48","0.02654","0.03761","0.119","1.002"
"49","0.02644","0.03752","0.1168","1.004"
"50","0.02638","0.03739","0.1147","1.002"
"51","0.0265","0.03755","0.1126","1.002"
"52","0.02657","0.03765","0.1106","1.002"
"53","0.02659","0.03762","0.1086","1.001"
"54","0.02673","0.03791","0.1066","1.003"
"55","0.02703","0.03819","0.1046","0.9991"
"56","0.02692","0.03814","0.1027","1.002"
"57","0.02683","0.03778","0.1009","0.9957"
"58","0.02713","0.03854","0.09903","1.005"
"59","0.0274","0.03898","0.09723","1.006"
"60","0.02754","0.03901","0.09546","1.002"
