"Meas. Pts.","Friction Factor","Frictional Force","Sliding Speed","Normal Force"
"1","0.03241","0.04686","0.2821","1.022"
"2","0.03259","0.0471","0.277","1.022"
"3","0.03368","0.04871","0.272","1.023"
"4","0.03386","0.04885","0.267","1.02"
"5","0.03147","0.0454","0.2621","1.02"
"6","0.03267","0.04716","0.2574","1.02"
"7","0.03165","0.04562","0.2527","1.019"
"8","0.03277","0.04725","0.2481","1.02"
"9","0.03066","0.04423","0.2436","1.02"
"10","0.03086","0.04446","0.2391","1.019"
"11","0.03136","0.04506","0.2348","1.016"
"12","0.03064","0.04406","0.2305","1.017"
"13","0.0304","0.0437","0.2263","1.016"
"14","0.0302","0.04339","0.2222","1.016"
"15","0.02966","0.04265","0.2182","1.017"
"16","0.03","0.04312","0.2142","1.016"
"17","0.02998","0.04299","0.2103","1.014"
"18","0.02826","0.04048","0.2064","1.013"
"19","0.02938","0.04218","0.2027","1.015"
"20","0.02907","0.04166","0.199","1.013"
"21","0.02879","0.0413","0.1954","1.014"
"22","0.02782","0.03983","0.1918","1.012"
"23","0.02905","0.04164","0.1884","1.014"
"24","0.02826","0.04054","0.1849","1.015"
"25","0.02713","0.03884","0.1816","1.013"
"26","0.02726","0.03899","0.1783","1.011"
"27","0.02818","0.04019","0.175","1.009"
"28","0.02838","0.04056","0.1718","1.01"
"29","0.02823","0.04028","0.1687","1.009"
"30","0.0276","0.03928","0.1656","1.006"
"31","0.027","0.03848","0.1626","1.008"
"32","0.0263","0.03759","0.1597","1.011"
"33","0.02628","0.03758","0.1567","1.011"
"34","0.0276","0.03944","0.1539","1.01"
"35","0.02666","0.03797","0.1511","1.007"
"36","0.02607","0.03723","0.1483","1.01"
"37","0.02743","0.03912","0.1456","1.009"
"38","0.02598","0.03701","0.143","1.007"
"39","0.02721","0.03886","0.1404","1.01"
"40","0.02599","0.03706","0.1379","1.008"
"41","0.02662","0.03776","0.1353","1.003"
"42","0.02625","0.03729","0.1328","1.004"
"43","0.026","0.03688","0.1305","1.003"
"44","0.02631","0.03734","0.1281","1.004"
"45","0.02648","0.03783","0.1258","1.01"
"46","0.02618","0.03718","0.1234","1.004"
"47","0.02611","0.03719","0.1212","1.007"
"48","0.02614","0.03708","0.119","1.003"
"49","0.02639","0.0375","0.1168","1.005"
"50","0.02634","0.03742","0.1147","1.005"
"51","0.0263","0.03735","0.1126","1.004"
"52","0.02629","0.03738","0.1106","1.005"
"53","0.02653","0.03774","0.1086","1.006"
"54","0.02669","0.03792","0.1066","1.005"
"55","0.02674","0.03786","0.1046","1.001"
"56","0.02673","0.03798","0.1027","1.005"
"57","0.02628","0.03729","0.1009","1.003"
"58","0.02696","0.03813","0.09903","0.9999"
"59","0.02734","0.03877","0.09723","1.003"
"60","0.02724","0.03863","0.09546","1.003"
"61","0.02735","0.03891","0.09372","1.006"
"62","0.02785","0.03949","0.09201","1.003"
"63","0.02705","0.03809","0.09034","0.9956"
"64","0.0276","0.03909","0.08869","1.001"
"65","0.02794","0.03972","0.08708","1.005"
