"Meas. Pts.","Friction Factor","Frictional Force","Sliding Speed","Normal Force"
"1","0.18","0.252","0.000004686","0.9898"
"2","0.2681","0.3735","0.000004756","0.9849"
"3","0.3601","0.5013","0.000005039","0.9844"
"4","0.3537","0.492","0.000004966","0.9835"
"5","0.3643","0.5064","0.00000506","0.9828"
"6","0.375","0.5208","0.000005155","0.982"
"7","0.3803","0.5274","0.000005242","0.9807"
"8","0.3841","0.5326","0.000005347","0.9805"
"9","0.3859","0.5352","0.000005453","0.9806"
"10","0.3857","0.5344","0.000005561","0.9797"
"11","0.3878","0.5397","0.000005651","0.9839"
"12","0.3903","0.543","0.000005746","0.9837"
"13","0.3937","0.5476","0.000005859","0.9834"
"14","0.394","0.5476","0.00000597","0.9828"
"15","0.3939","0.5471","0.000006084","0.9822"
"16","0.3961","0.55","0.000006201","0.9819"
"17","0.3975","0.5519","0.00000631","0.9817"
"18","0.4015","0.5571","0.000006424","0.981"
"19","0.4025","0.5579","0.000006546","0.9801"
"20","0.3998","0.5542","0.000006671","0.98"
"21","0.3952","0.5505","0.000006786","0.9849"
"22","0.3968","0.5525","0.000006914","0.9846"
"23","0.3992","0.5572","0.000007052","0.987"
"24","0.4006","0.5611","0.000007173","0.9905"
"25","0.4054","0.5676","0.000007305","0.9901"
"26","0.4054","0.5676","0.000007442","0.99"
"27","0.4067","0.569","0.00000758","0.9893"
"28","0.4065","0.5687","0.000007721","0.9894"
"29","0.4052","0.5669","0.000007862","0.9893"
"30","0.4038","0.564","0.000008005","0.9878"
"31","0.3989","0.557","0.000008161","0.9873"
"32","0.3929","0.5486","0.000008311","0.9872"
"33","0.3908","0.5453","0.000008463","0.9867"
"34","0.3885","0.542","0.000008616","0.9863"
"35","0.3854","0.5375","0.000008788","0.9863"
"36","0.3794","0.5288","0.000008952","0.9855"
"37","0.3713","0.5177","0.000009114","0.986"
"38","0.3625","0.5054","0.000009273","0.9858"
"39","0.3586","0.4996","0.000009448","0.9851"
"40","0.3569","0.4971","0.000009626","0.9849"
"41","0.3522","0.4902","0.000009804","0.9843"
"42","0.3475","0.484","0.000009987","0.9849"
"43","0.3478","0.484","0.00001017","0.9842"
"44","0.351","0.4916","0.00001036","0.9903"
"45","0.3494","0.4891","0.00001055","0.9899"
"46","0.3478","0.4867","0.00001075","0.9897"
"47","0.3454","0.4834","0.00001094","0.9897"
"48","0.3446","0.4822","0.00001115","0.9894"
"49","0.347","0.4855","0.00001135","0.9894"
"50","0.3524","0.4929","0.00001156","0.9892"
"51","0.3577","0.5005","0.00001178","0.9895"
"52","0.3576","0.5001","0.000012","0.9891"
"53","0.3582","0.5009","0.00001222","0.9888"
"54","0.3562","0.498","0.00001245","0.9886"
"55","0.3488","0.4876","0.00001268","0.9885"
"56","0.3411","0.4766","0.00001291","0.9881"
"57","0.3357","0.4693","0.00001315","0.9885"
"58","0.3309","0.4624","0.00001339","0.9881"
"59","0.3264","0.4565","0.00001364","0.9889"
"60","0.3208","0.4484","0.00001389","0.9884"
"61","0.3174","0.4439","0.00001415","0.9887"
"62","0.3195","0.4465","0.00001441","0.9883"
"63","0.3257","0.4553","0.00001469","0.9884"
"64","0.3252","0.4546","0.00001495","0.9885"
"65","0.3234","0.4518","0.00001523","0.9879"
"66","0.3236","0.4522","0.00001552","0.9883"
"67","0.3228","0.4525","0.00001581","0.9911"
"68","0.3205","0.4497","0.00001609","0.9922"
"69","0.3153","0.4426","0.00001639","0.9926"
"70","0.3138","0.4405","0.0000167","0.9927"
"71","0.312","0.438","0.00001701","0.9925"
"72","0.3108","0.4361","0.00001732","0.9921"
"73","0.3145","0.4414","0.00001765","0.9924"
"74","0.314","0.4404","0.00001797","0.9918"
"75","0.3152","0.4421","0.0000183","0.9916"
"76","0.3118","0.4373","0.00001864","0.9918"
"77","0.3132","0.4391","0.00001899","0.9913"
"78","0.3139","0.4402","0.00001934","0.9914"
"79","0.314","0.4401","0.0000197","0.9912"
"80","0.31","0.4349","0.00002007","0.9918"
"81","0.3073","0.4311","0.00002045","0.992"
"82","0.3031","0.4253","0.00002082","0.9923"
"83","0.3015","0.4235","0.00002121","0.9933"
"84","0.2984","0.419","0.0000216","0.993"
"85","0.2984","0.4192","0.00002198","0.9934"
"86","0.3088","0.4339","0.0000224","0.9936"
"87","0.314","0.4414","0.00002282","0.994"
"88","0.3163","0.4445","0.00002325","0.9937"
"89","0.3182","0.4474","0.00002367","0.9942"
"90","0.3312","0.4652","0.00002411","0.9932"
"91","0.3314","0.4656","0.00002455","0.9934"
"92","0.333","0.468","0.000025","0.9937"
"93","0.3421","0.4805","0.0000255","0.9932"
"94","0.3347","0.4703","0.00002595","0.9936"
"95","0.3301","0.4641","0.00002642","0.9941"
"96","0.3295","0.4634","0.00002692","0.9945"
"97","0.3287","0.4621","0.00002742","0.9942"
"98","0.3256","0.4578","0.00002793","0.9941"
"99","0.3213","0.452","0.00002845","0.9949"
"100","0.3254","0.4579","0.00002897","0.995"
"101","0.322","0.4532","0.00002951","0.9953"
"102","0.3192","0.4492","0.00003006","0.9953"
