"Meas. Pts.","Friction Factor","Frictional Force","Sliding Speed","Normal Force"
"1","0.03495","0.04864","0.000004757","0.9841"
"2","0.04681","0.064","0.000004779","0.9667"
"3","0.0628","0.08567","0.000004891","0.9646"
"4","0.07311","0.1003","0.00000497","0.9701"
"5","0.08402","0.1148","0.00000509","0.9664"
"6","0.08728","0.1202","0.000005176","0.9741"
"7","0.09226","0.1267","0.000005276","0.9708"
"8","0.09499","0.1293","0.000005342","0.9623"
"9","0.09988","0.135","0.000005452","0.9554"
"10","0.1019","0.1371","0.000005547","0.9511"
"11","0.1069","0.1449","0.000005714","0.9587"
"12","0.1117","0.1516","0.000005734","0.96"
"13","0.1201","0.1624","0.000005854","0.9558"
"14","0.1219","0.1664","0.000005979","0.9648"
"15","0.1331","0.1813","0.00000607","0.9634"
"16","0.1343","0.1821","0.000006173","0.9585"
"17","0.1401","0.1904","0.000006295","0.9613"
"18","0.1739","0.2389","0.000006433","0.9715"
"19","0.203","0.2806","0.000006537","0.9774"
"20","0.2231","0.3099","0.000006669","0.9819"
"21","0.2433","0.3379","0.000006788","0.982"
"22","0.2575","0.3571","0.000006914","0.9805"
"23","0.2682","0.3713","0.000007044","0.9789"
"24","0.2755","0.3813","0.00000717","0.9785"
"25","0.2818","0.3897","0.000007308","0.9779"
"26","0.2865","0.3955","0.000007439","0.9761"
"27","0.2913","0.4045","0.000007583","0.982"
"28","0.2982","0.414","0.000007733","0.9816"
"29","0.3037","0.422","0.000007874","0.9825"
"30","0.3062","0.4262","0.000008002","0.9842"
"31","0.3088","0.4297","0.000008153","0.984"
"32","0.312","0.4338","0.000008308","0.9832"
"33","0.3174","0.441","0.000008461","0.9823"
"34","0.3199","0.4444","0.00000861","0.9823"
"35","0.323","0.4484","0.000008779","0.9816"
"36","0.3263","0.4529","0.000008938","0.9816"
"37","0.3273","0.4538","0.000009106","0.9805"
"38","0.3299","0.4573","0.000009275","0.9802"
"39","0.3291","0.4559","0.00000945","0.9797"
"40","0.3262","0.458","0.000009633","0.9929"
"41","0.3265","0.4584","0.000009794","0.9926"
"42","0.3279","0.4604","0.000009985","0.9927"
"43","0.3282","0.4606","0.00001017","0.9924"
"44","0.329","0.4617","0.00001036","0.9923"
"45","0.3247","0.4556","0.00001056","0.9922"
"46","0.3197","0.4487","0.00001075","0.9925"
"47","0.3139","0.4405","0.00001095","0.9924"
"48","0.3102","0.4355","0.00001115","0.9926"
"49","0.3088","0.4331","0.00001135","0.9918"
"50","0.304","0.4265","0.00001156","0.9919"
"51","0.3","0.421","0.00001177","0.9925"
"52","0.3039","0.4264","0.000012","0.992"
"53","0.3039","0.4263","0.00001222","0.992"
"54","0.307","0.4306","0.00001245","0.9919"
"55","0.3076","0.4316","0.00001267","0.9922"
"56","0.3068","0.4308","0.00001292","0.9927"
"57","0.3046","0.4276","0.00001316","0.9927"
"58","0.3043","0.4272","0.00001339","0.9927"
"59","0.3061","0.4298","0.00001364","0.9929"
"60","0.3069","0.4309","0.00001389","0.9928"
"61","0.3043","0.4268","0.00001416","0.992"
"62","0.2999","0.4212","0.00001442","0.9931"
"63","0.3024","0.4245","0.00001468","0.9928"
"64","0.3013","0.4228","0.00001495","0.9924"
"65","0.2969","0.4167","0.00001525","0.9924"
"66","0.301","0.4223","0.00001551","0.9919"
"67","0.2996","0.4202","0.0000158","0.9919"
"68","0.2962","0.4156","0.0000161","0.9921"
"69","0.2932","0.4113","0.0000164","0.992"
"70","0.2893","0.4062","0.00001672","0.9929"
"71","0.2848","0.3997","0.00001702","0.9924"
"72","0.2814","0.3949","0.00001731","0.9923"
"73","0.2726","0.3827","0.00001766","0.9926"
"74","0.2686","0.3771","0.00001795","0.9928"
"75","0.2594","0.3644","0.0000183","0.9934"
"76","0.2553","0.3591","0.00001864","0.9946"
"77","0.2502","0.3525","0.00001899","0.996"
"78","0.2449","0.3453","0.00001933","0.9969"
"79","0.2453","0.3462","0.00001971","0.9979"
"80","0.2403","0.3394","0.00002005","0.999"
"81","0.2414","0.3413","0.00002044","0.9997"
"82","0.2488","0.3522","0.00002081","1.001"
"83","0.2579","0.3649","0.00002121","1"
"84","0.2584","0.3659","0.0000216","1.001"
"85","0.2561","0.3628","0.000022","1.001"
"86","0.253","0.3584","0.00002241","1.002"
"87","0.2513","0.3561","0.00002281","1.002"
"88","0.2464","0.3496","0.00002325","1.003"
"89","0.2496","0.3547","0.00002369","1.005"
"90","0.2485","0.3531","0.00002411","1.005"
"91","0.2519","0.3583","0.00002455","1.006"
"92","0.254","0.3615","0.00002502","1.007"
"93","0.2564","0.3654","0.00002548","1.008"
"94","0.2631","0.3749","0.00002595","1.008"
"95","0.2658","0.379","0.00002643","1.008"
"96","0.2632","0.3758","0.00002692","1.01"
"97","0.2652","0.3789","0.00002743","1.01"
"98","0.2653","0.3794","0.00002794","1.011"
"99","0.2669","0.3821","0.00002845","1.012"
"100","0.2679","0.3837","0.00002897","1.013"
"101","0.2726","0.3879","0.0000295","1.006"
"102","0.2725","0.3879","0.00003004","1.007"
"103","0.2819","0.4014","0.00003063","1.007"
"104","0.2824","0.4023","0.0000312","1.007"
"105","0.2767","0.3944","0.00003175","1.008"
"106","0.2727","0.3888","0.00003234","1.008"
"107","0.2737","0.3906","0.00003295","1.009"
"108","0.2719","0.3884","0.00003356","1.01"
"109","0.2758","0.3941","0.00003418","1.011"
"110","0.2742","0.3924","0.00003481","1.012"
"111","0.2753","0.3939","0.00003547","1.012"
"112","0.2748","0.3933","0.00003612","1.012"
"113","0.2735","0.392","0.00003679","1.013"
"114","0.2752","0.3948","0.00003746","1.014"
"115","0.2782","0.3992","0.00003816","1.015"
"116","0.2746","0.3941","0.00003889","1.015"
"117","0.2644","0.3797","0.0000396","1.016"
"118","0.2538","0.3651","0.00004033","1.017"
"119","0.2468","0.3552","0.00004108","1.018"
"120","0.2352","0.3393","0.00004184","1.02"
"121","0.2269","0.3271","0.0000426","1.019"
"122","0.2309","0.3331","0.00004339","1.02"
"123","0.2261","0.3266","0.00004419","1.021"
"124","0.2173","0.3144","0.00004501","1.023"
"125","0.2165","0.3139","0.00004585","1.025"
"126","0.223","0.3233","0.00004686","1.025"
"127","0.227","0.3258","0.00004759","1.015"
"128","0.2298","0.3303","0.00004846","1.016"
"129","0.2308","0.3315","0.00004935","1.016"
"130","0.2355","0.3387","0.00005027","1.017"
"131","0.232","0.3341","0.0000512","1.018"
"132","0.226","0.3259","0.00005216","1.02"
"133","0.224","0.3235","0.00005313","1.021"
"134","0.228","0.3297","0.00005412","1.022"
"135","0.2237","0.324","0.0000551","1.024"
"136","0.2272","0.3284","0.00005613","1.022"
"137","0.2289","0.3304","0.00005715","1.02"
"138","0.2336","0.3376","0.00005825","1.022"
"139","0.2219","0.3213","0.00005932","1.024"
"140","0.2063","0.299","0.00006039","1.025"
"141","0.2063","0.2994","0.00006153","1.026"
"142","0.2073","0.2988","0.00006266","1.019"
"143","0.2123","0.306","0.00006382","1.019"
"144","0.2316","0.3341","0.00006502","1.02"
"145","0.2409","0.3453","0.00006623","1.014"
"146","0.2331","0.3346","0.00006744","1.015"
"147","0.2361","0.3391","0.00006867","1.016"
"148","0.2285","0.3287","0.00006996","1.017"
"149","0.2229","0.321","0.00007126","1.018"
"150","0.2146","0.3095","0.0000726","1.02"
"151","0.2114","0.3055","0.0000739","1.022"
"152","0.2176","0.3124","0.00007531","1.015"
"153","0.2364","0.3398","0.00007672","1.016"
"154","0.2238","0.3221","0.00007806","1.018"
"155","0.2323","0.3345","0.00007959","1.018"
"156","0.2172","0.3115","0.00008101","1.014"
"157","0.213","0.3066","0.00008253","1.018"
"158","0.2177","0.3143","0.00008406","1.021"
"159","0.2249","0.3258","0.00008563","1.025"
"160","0.2399","0.3489","0.00008726","1.028"
"161","0.2236","0.3234","0.00008884","1.023"
"162","0.2227","0.3203","0.0000905","1.017"
"163","0.214","0.309","0.00009215","1.021"
"164","0.2106","0.3051","0.00009387","1.024"
"165","0.2067","0.3006","0.00009561","1.028"
"166","0.2194","0.3196","0.00009738","1.03"
"167","0.2167","0.316","0.00009921","1.031"
"168","0.1994","0.2905","0.000101","1.03"
"169","0.1936","0.2801","0.0001029","1.023"
"170","0.2096","0.3021","0.0001048","1.019"
"171","0.2086","0.3002","0.0001067","1.018"
"172","0.2096","0.3","0.0001087","1.012"
"173","0.2018","0.29","0.0001107","1.016"
"174","0.1993","0.2877","0.0001128","1.021"
"175","0.1967","0.2854","0.0001149","1.026"
"176","0.1984","0.289","0.0001171","1.03"
