"Meas. Pts.","Sliding Speed","Friction Factor","Frictional Force","Normal Force"
"1","0.00000481","0.121","0.171","0.992"
"2","0.00000478","0.156","0.217","0.987"
"3","0.00000487","0.167","0.232","0.986"
"4","0.00000496","0.176","0.245","0.984"
"5","0.00000506","0.184","0.256","0.983"
"6","0.00000516","0.191","0.266","0.981"
"7","0.00000525","0.197","0.272","0.98"
"8","0.00000535","0.201","0.279","0.98"
"9","0.00000545","0.204","0.283","0.979"
"10","0.00000555","0.205","0.285","0.98"
"11","0.00000566","0.209","0.29","0.982"
"12","0.00000576","0.211","0.294","0.983"
"13","0.00000586","0.213","0.296","0.982"
"14","0.00000597","0.213","0.298","0.99"
"15","0.00000608","0.214","0.3","0.99"
"16","0.00000619","0.214","0.3","0.989"
"17","0.0000063","0.215","0.301","0.989"
"18","0.00000642","0.215","0.3","0.988"
"19","0.00000656","0.213","0.298","0.987"
"20","0.0000066","0.211","0.294","0.988"
"21","0.00000679","0.21","0.293","0.986"
"22","0.00000692","0.21","0.293","0.986"
"23","0.00000704","0.21","0.292","0.986"
"24","0.00000718","0.209","0.291","0.986"
"25","0.00000731","0.209","0.291","0.985"
"26","0.00000743","0.21","0.292","0.985"
"27","0.00000758","0.21","0.293","0.985"
"28","0.00000772","0.21","0.293","0.984"
"29","0.00000787","0.209","0.291","0.984"
"30","0.00000801","0.209","0.291","0.984"
"31","0.00000815","0.207","0.288","0.984"
"32","0.00000831","0.206","0.287","0.984"
"33","0.00000847","0.206","0.287","0.984"
"34","0.00000863","0.203","0.282","0.984"
"35","0.00000878","0.199","0.276","0.983"
"36","0.00000896","0.195","0.271","0.983"
"37","0.00000915","0.191","0.266","0.987"
"38","0.00000926","0.186","0.259","0.986"
"39","0.00000945","0.184","0.257","0.987"
"40","0.00000963","0.184","0.256","0.987"
"41","0.0000098","0.182","0.254","0.987"
"42","0.00000995","0.185","0.258","0.987"
"43","0.0000102","0.184","0.257","0.987"
"44","0.0000104","0.183","0.255","0.987"
"45","0.0000106","0.183","0.255","0.986"
"46","0.0000107","0.181","0.252","0.986"
"47","0.0000109","0.179","0.249","0.986"
"48","0.0000111","0.177","0.247","0.986"
"49","0.0000114","0.176","0.245","0.985"
"50","0.0000116","0.174","0.243","0.986"
"51","0.0000118","0.171","0.238","0.986"
