"Meas. Pts.","Sliding Speed","Friction Factor","Frictional Force","Normal Force"
"1","0.00000473","0.105","0.149","1.01"
"2","0.00000479","0.112","0.159","1"
"3","0.00000488","0.116","0.165","1.01"
"4","0.00000497","0.121","0.172","1.01"
"5","0.00000506","0.124","0.176","1"
"6","0.00000516","0.126","0.179","1"
"7","0.00000526","0.127","0.18","1"
"8","0.00000535","0.127","0.181","1"
"9","0.00000544","0.127","0.181","1.01"
"10","0.00000555","0.129","0.183","1.01"
"11","0.00000566","0.128","0.182","1.01"
"12","0.00000575","0.125","0.178","1.01"
"13","0.00000586","0.126","0.179","1.01"
"14","0.00000597","0.126","0.179","1.01"
"15","0.00000608","0.125","0.177","1.01"
"16","0.00000619","0.123","0.176","1.01"
"17","0.00000631","0.123","0.176","1.01"
"18","0.00000643","0.123","0.176","1.01"
"19","0.00000654","0.121","0.173","1.01"
"20","0.00000667","0.121","0.172","1.01"
"21","0.00000679","0.118","0.169","1.01"
"22","0.00000691","0.115","0.164","1.01"
"23","0.00000705","0.113","0.162","1.01"
"24","0.00000718","0.112","0.16","1.01"
"25","0.00000731","0.11","0.157","1.01"
"26","0.00000745","0.109","0.155","1.01"
"27","0.00000757","0.108","0.155","1.01"
"28","0.00000772","0.11","0.157","1.01"
"29","0.00000787","0.11","0.157","1.01"
"30","0.00000801","0.108","0.154","1.01"
"31","0.00000816","0.107","0.153","1.01"
"32","0.00000831","0.106","0.152","1.01"
"33","0.00000846","0.106","0.152","1.01"
"34","0.00000862","0.106","0.152","1.01"
"35","0.00000878","0.106","0.152","1.01"
"36","0.00000895","0.105","0.151","1.01"
"37","0.00000911","0.104","0.149","1.01"
"38","0.00000928","0.104","0.148","1.01"
"39","0.00000945","0.103","0.147","1.01"
"40","0.00000962","0.102","0.147","1.01"
"41","0.0000098","0.102","0.147","1.01"
"42","0.00000998","0.102","0.146","1.01"
"43","0.0000102","0.102","0.146","1.01"
"44","0.0000104","0.101","0.145","1.01"
"45","0.0000106","0.101","0.144","1.01"
"46","0.0000107","0.0999","0.143","1.01"
"47","0.0000109","0.0978","0.14","1.01"
"48","0.0000112","0.0954","0.136","1.01"
"49","0.0000114","0.0948","0.135","1.01"
"50","0.0000116","0.0935","0.134","1.01"
"51","0.0000118","0.0923","0.132","1.01"
"52","0.000012","0.092","0.131","1.01"
"53","0.0000122","0.0919","0.131","1.01"
"54","0.0000124","0.0924","0.132","1.01"
"55","0.0000127","0.0915","0.131","1.01"
"56","0.0000129","0.0913","0.131","1.01"
"57","0.0000131","0.0912","0.131","1.01"
"58","0.0000134","0.0909","0.13","1.01"
"59","0.0000137","0.0908","0.13","1.01"
"60","0.0000139","0.0901","0.129","1.01"
"61","0.0000142","0.0899","0.129","1.02"
"62","0.0000144","0.0915","0.131","1.02"
"63","0.0000147","0.0913","0.131","1.02"
"64","0.000015","0.0924","0.133","1.02"
"65","0.0000152","0.0941","0.135","1.02"
"66","0.0000155","0.0969","0.139","1.02"
"67","0.0000158","0.0989","0.142","1.01"
"68","0.0000161","0.1","0.143","1.01"
"69","0.0000164","0.101","0.144","1.01"
"70","0.0000167","0.102","0.146","1.01"
"71","0.000017","0.101","0.144","1.01"
"72","0.0000173","0.102","0.145","1.01"
"73","0.0000176","0.101","0.144","1.01"
"74","0.000018","0.101","0.145","1.01"
"75","0.0000183","0.101","0.145","1.01"
"76","0.0000186","0.0995","0.143","1.01"
"77","0.000019","0.0972","0.139","1.01"
"78","0.0000193","0.0964","0.138","1.01"
"79","0.0000197","0.0958","0.137","1.01"
"80","0.0000201","0.0964","0.138","1.02"
"81","0.0000204","0.096","0.138","1.02"
"82","0.0000208","0.0956","0.138","1.02"
"83","0.0000212","0.0954","0.137","1.02"
"84","0.0000216","0.0944","0.136","1.02"
"85","0.000022","0.0953","0.137","1.01"
"86","0.0000224","0.0942","0.135","1.01"
"87","0.0000228","0.0944","0.136","1.02"
"88","0.0000232","0.0948","0.136","1.02"
"89","0.0000237","0.0942","0.136","1.02"
"90","0.0000241","0.0931","0.134","1.02"
"91","0.0000246","0.0936","0.135","1.02"
"92","0.000025","0.0965","0.139","1.02"
"93","0.0000255","0.0979","0.141","1.02"
"94","0.0000259","0.0975","0.141","1.02"
"95","0.0000264","0.0968","0.14","1.02"
"96","0.0000269","0.0948","0.135","1.01"
"97","0.0000274","0.0941","0.134","1.01"
"98","0.0000279","0.0952","0.136","1.01"
"99","0.0000285","0.095","0.136","1.01"
"100","0.000029","0.0964","0.138","1.01"
"101","0.0000295","0.097","0.139","1.01"
"102","0.0000301","0.0983","0.141","1.01"
"103","0.0000306","0.1","0.143","1.01"
"104","0.0000312","0.1","0.143","1.01"
"105","0.0000318","0.102","0.146","1.01"
"106","0.0000324","0.102","0.145","1.01"
"107","0.000033","0.102","0.146","1.01"
"108","0.0000336","0.103","0.147","1.01"
"109","0.0000342","0.103","0.148","1.01"
"110","0.0000348","0.102","0.147","1.02"
"111","0.0000355","0.1","0.144","1.02"
"112","0.0000361","0.101","0.146","1.02"
"113","0.0000368","0.103","0.149","1.02"
"114","0.0000375","0.105","0.151","1.02"
"115","0.0000382","0.105","0.152","1.02"
"116","0.0000389","0.104","0.149","1.02"
"117","0.0000396","0.1","0.144","1.02"
"118","0.0000403","0.0966","0.138","1.01"
"119","0.0000411","0.0949","0.136","1.01"
"120","0.0000418","0.0936","0.134","1.01"
"121","0.0000426","0.0942","0.134","1.01"
"122","0.0000434","0.0934","0.133","1.01"
"123","0.0000442","0.0947","0.135","1.01"
"124","0.000045","0.0941","0.135","1.01"
"125","0.0000459","0.0943","0.135","1.01"
"126","0.0000467","0.0947","0.136","1.02"
"127","0.0000476","0.0941","0.135","1.02"
"128","0.0000484","0.0939","0.135","1.02"
"129","0.0000494","0.0953","0.138","1.02"
"130","0.0000503","0.0947","0.137","1.02"
"131","0.0000512","0.0941","0.135","1.02"
"132","0.0000521","0.0934","0.135","1.02"
"133","0.0000531","0.0934","0.135","1.02"
"134","0.0000541","0.0943","0.136","1.02"
"135","0.0000551","0.0957","0.138","1.02"
"136","0.0000561","0.0953","0.138","1.02"
"137","0.0000572","0.0971","0.14","1.02"
"138","0.0000582","0.0993","0.142","1.01"
"139","0.0000593","0.1","0.143","1.01"
"140","0.0000604","0.1","0.143","1.01"
"141","0.0000615","0.0983","0.14","1.01"
"142","0.0000627","0.0978","0.14","1.01"
"143","0.0000638","0.0974","0.139","1.01"
"144","0.000065","0.096","0.137","1.01"
"145","0.0000662","0.0938","0.134","1.01"
"146","0.0000675","0.0967","0.139","1.01"
"147","0.0000687","0.0977","0.14","1.01"
"148","0.00007","0.1","0.144","1.01"
"149","0.0000713","0.0998","0.143","1.01"
"150","0.0000726","0.103","0.147","1.01"
"151","0.0000739","0.101","0.145","1.01"
"152","0.0000753","0.103","0.147","1.01"
"153","0.0000767","0.0988","0.142","1.01"
"154","0.0000781","0.0932","0.134","1.01"
