"Meas. Pts.","Sliding Speed","Friction Factor","Frictional Force","Normal Force"
"1","0.00000468","0.058","0.0812","0.99"
"2","0.00000479","0.0929","0.13","0.987"
"3","0.00000488","0.111","0.154","0.985"
"4","0.00000496","0.12","0.167","0.984"
"5","0.00000506","0.129","0.179","0.983"
"6","0.00000515","0.133","0.185","0.982"
"7","0.00000525","0.136","0.189","0.981"
"8","0.00000534","0.138","0.192","0.98"
"9","0.00000545","0.143","0.198","0.98"
"10","0.00000554","0.146","0.203","0.979"
"11","0.00000564","0.153","0.212","0.978"
"12","0.00000575","0.155","0.215","0.98"
"13","0.00000587","0.159","0.221","0.983"
"14","0.00000597","0.161","0.224","0.983"
"15","0.00000608","0.164","0.228","0.982"
"16","0.0000062","0.167","0.232","0.981"
"17","0.00000631","0.172","0.239","0.981"
"18","0.00000642","0.175","0.243","0.981"
"19","0.00000654","0.177","0.245","0.98"
"20","0.00000667","0.18","0.25","0.98"
"21","0.00000679","0.182","0.252","0.979"
"22","0.00000691","0.183","0.253","0.979"
"23","0.00000708","0.183","0.255","0.983"
"24","0.00000718","0.182","0.255","0.99"
"25","0.0000073","0.181","0.254","0.991"
"26","0.00000743","0.178","0.249","0.992"
"27","0.00000759","0.177","0.248","0.991"
"28","0.00000773","0.176","0.246","0.991"
"29","0.00000786","0.175","0.245","0.991"
"30","0.000008","0.174","0.245","0.991"
"31","0.00000816","0.173","0.243","0.991"
"32","0.00000831","0.176","0.246","0.991"
"33","0.00000846","0.175","0.245","0.991"
"34","0.00000863","0.173","0.242","0.991"
"35","0.00000879","0.171","0.239","0.991"
"36","0.00000894","0.167","0.233","0.99"
"37","0.00000911","0.165","0.232","0.991"
"38","0.00000928","0.165","0.231","0.99"
"39","0.00000946","0.163","0.229","0.991"
"40","0.00000962","0.16","0.223","0.99"
"41","0.0000098","0.157","0.22","0.991"
"42","0.00000998","0.155","0.217","0.991"
"43","0.0000102","0.154","0.216","0.991"
"44","0.0000103","0.15","0.21","0.991"
"45","0.0000105","0.147","0.206","0.99"
"46","0.0000107","0.146","0.205","0.99"
"47","0.0000109","0.143","0.2","0.99"
"48","0.0000111","0.141","0.197","0.989"
"49","0.0000114","0.134","0.188","0.989"
"50","0.0000116","0.132","0.184","0.988"
"51","0.0000118","0.128","0.178","0.989"
"52","0.000012","0.125","0.175","0.988"
"53","0.0000122","0.125","0.174","0.988"
"54","0.0000124","0.121","0.168","0.987"
"55","0.0000127","0.121","0.169","0.987"
"56","0.0000129","0.12","0.168","0.987"
"57","0.0000132","0.119","0.166","0.987"
"58","0.0000134","0.117","0.163","0.986"
"59","0.0000136","0.116","0.162","0.986"
"60","0.0000139","0.115","0.16","0.986"
"61","0.0000142","0.117","0.163","0.986"
"62","0.0000144","0.116","0.162","0.986"
"63","0.0000147","0.115","0.16","0.986"
"64","0.000015","0.118","0.164","0.986"
"65","0.0000152","0.123","0.172","0.987"
"66","0.0000155","0.123","0.171","0.987"
"67","0.0000158","0.122","0.17","0.987"
"68","0.0000161","0.122","0.169","0.986"
"69","0.0000164","0.122","0.171","0.989"
"70","0.0000167","0.12","0.168","0.988"
"71","0.000017","0.118","0.167","1"
"72","0.0000173","0.119","0.169","1"
"73","0.0000177","0.119","0.168","1"
"74","0.000018","0.117","0.166","1"
"75","0.0000183","0.117","0.165","1"
"76","0.0000187","0.118","0.167","1"
"77","0.000019","0.116","0.165","1"
"78","0.0000193","0.119","0.169","1"
"79","0.0000197","0.118","0.168","1.01"
"80","0.0000201","0.12","0.171","1.01"
"81","0.0000204","0.121","0.173","1.01"
"82","0.0000208","0.118","0.168","1.01"
"83","0.0000212","0.117","0.167","1.01"
"84","0.0000216","0.124","0.177","1.01"
"85","0.000022","0.132","0.189","1.01"
"86","0.0000224","0.134","0.191","1.01"
"87","0.0000228","0.137","0.195","1.01"
"88","0.0000232","0.138","0.197","1.01"
"89","0.0000237","0.138","0.198","1.01"
"90","0.0000241","0.152","0.218","1.01"
"91","0.0000246","0.164","0.234","1.01"
"92","0.000025","0.17","0.243","1.01"
"93","0.0000255","0.178","0.255","1.01"
"94","0.000026","0.177","0.252","1.01"
"95","0.0000265","0.173","0.247","1.01"
"96","0.0000269","0.167","0.238","1.01"
"97","0.0000274","0.169","0.241","1.01"
"98","0.0000279","0.167","0.239","1.01"
"99","0.0000285","0.168","0.24","1.01"
"100","0.000029","0.159","0.228","1.01"
"101","0.0000295","0.156","0.223","1.01"
"102","0.0000301","0.16","0.229","1.01"
"103","0.0000306","0.162","0.23","1"
"104","0.0000312","0.155","0.22","1"
"105","0.0000318","0.151","0.214","1"
"106","0.0000324","0.148","0.21","1"
"107","0.0000329","0.143","0.203","1"
"108","0.0000336","0.131","0.186","1"
"109","0.0000342","0.137","0.194","1"
"110","0.0000348","0.133","0.188","1"
"111","0.0000354","0.132","0.186","1"
"112","0.0000361","0.132","0.187","1"
"113","0.0000368","0.127","0.18","1"
"114","0.0000374","0.111","0.157","1"
"115","0.0000382","0.109","0.154","0.999"
"116","0.0000389","0.112","0.158","1"
"117","0.0000396","0.116","0.164","1"
"118","0.0000403","0.119","0.168","1"
"119","0.0000411","0.124","0.176","1"
"120","0.0000418","0.126","0.178","1"
"121","0.0000426","0.129","0.182","1"
"122","0.0000434","0.127","0.179","1"
"123","0.0000442","0.117","0.165","1"
"124","0.000045","0.118","0.166","1"
"125","0.0000459","0.118","0.166","0.999"
"126","0.0000467","0.119","0.167","0.998"
"127","0.0000476","0.124","0.175","0.998"
"128","0.0000485","0.125","0.177","0.996"
"129","0.0000493","0.125","0.177","0.996"
"130","0.0000503","0.128","0.18","0.995"
"131","0.0000512","0.127","0.179","0.993"
"132","0.0000522","0.126","0.176","0.992"
"133","0.0000531","0.126","0.176","0.99"
"134","0.0000541","0.117","0.165","0.99"
"135","0.0000551","0.117","0.164","0.992"
"136","0.0000561","0.122","0.171","0.99"
"137","0.0000572","0.116","0.163","0.987"
"138","0.0000582","0.113","0.158","0.984"
"139","0.0000593","0.11","0.153","0.983"
"140","0.0000604","0.119","0.165","0.981"
"141","0.0000615","0.142","0.197","0.979"
"142","0.0000627","0.145","0.201","0.977"
"143","0.0000638","0.149","0.205","0.974"
"144","0.000065","0.138","0.19","0.974"
"145","0.0000662","0.142","0.196","0.975"
"146","0.0000674","0.148","0.204","0.973"
"147","0.0000687","0.149","0.205","0.972"
"148","0.00007","0.141","0.193","0.969"
"149","0.0000713","0.147","0.202","0.973"
"150","0.0000726","0.155","0.214","0.977"
