"Meas. Pts.","Sliding Speed","Friction Factor","Frictional Force","Normal Force"
"1","0.00000512","0.649","0.91","0.992"
"2","0.0000048","0.71","1","0.998"
"3","0.00000485","0.766","1.09","1"
"4","0.00000496","0.814","1.16","1.01"
"5","0.00000521","0.807","1.15","1.01"
"6","0.00000504","0.72","1.02","1"
"7","0.00000517","0.726","1.03","1"
"8","0.00000523","0.733","1.04","1"
"9","0.00000544","0.718","1.02","1"
"10","0.00000553","0.704","0.998","1"
"11","0.00000563","0.692","0.981","1"
"12","0.00000576","0.682","0.968","1"
"13","0.00000587","0.675","0.958","1"
"14","0.00000596","0.667","0.945","1"
"15","0.00000609","0.653","0.925","1"
"16","0.00000619","0.645","0.913","1"
"17","0.00000631","0.639","0.905","1"
"18","0.00000644","0.628","0.889","1"
"19","0.00000655","0.627","0.887","1"
"20","0.00000671","0.63","0.89","1"
"21","0.00000679","0.631","0.892","0.999"
"22","0.00000691","0.637","0.9","0.999"
"23","0.00000705","0.645","0.911","0.999"
"24","0.00000717","0.65","0.919","0.999"
"25","0.0000073","0.653","0.923","0.999"
"26","0.00000744","0.656","0.926","0.999"
"27","0.00000758","0.657","0.928","0.999"
"28","0.00000774","0.657","0.928","0.999"
"29","0.00000789","0.651","0.92","0.998"
"30","0.00000798","0.645","0.909","0.997"
"31","0.00000814","0.648","0.913","0.997"
"32","0.00000827","0.647","0.912","0.997"
"33","0.00000846","0.643","0.906","0.996"
"34","0.00000864","0.645","0.909","0.996"
"35","0.00000877","0.648","0.913","0.996"
"36","0.00000893","0.646","0.909","0.995"
"37","0.00000913","0.643","0.906","0.995"
"38","0.00000925","0.641","0.902","0.995"
"39","0.00000945","0.639","0.899","0.994"
"40","0.00000969","0.641","0.901","0.994"
"41","0.00000981","0.646","0.907","0.993"
"42","0.00000998","0.652","0.914","0.992"
"43","0.0000102","0.65","0.911","0.991"
"44","0.0000104","0.657","0.92","0.99"
"45","0.0000106","0.663","0.928","0.99"
"46","0.0000107","0.657","0.919","0.99"
"47","0.0000109","0.656","0.917","0.989"
"48","0.0000111","0.656","0.917","0.989"
"49","0.0000113","0.666","0.93","0.988"
"50","0.0000116","0.664","0.927","0.988"
"51","0.0000118","0.659","0.92","0.987"
"52","0.000012","0.651","0.909","0.986"
"53","0.0000122","0.649","0.904","0.985"
"54","0.0000125","0.638","0.89","0.985"
"55","0.0000127","0.637","0.886","0.984"
"56","0.0000129","0.632","0.879","0.984"
"57","0.0000131","0.628","0.872","0.982"
"58","0.0000134","0.629","0.874","0.981"
"59","0.0000136","0.629","0.873","0.981"
"60","0.0000139","0.637","0.884","0.98"
"61","0.0000141","0.646","0.894","0.98"
"62","0.0000144","0.646","0.895","0.979"
"63","0.0000147","0.65","0.899","0.978"
"64","0.0000149","0.658","0.91","0.978"
"65","0.0000152","0.656","0.907","0.978"
"66","0.0000155","0.657","0.907","0.977"
"67","0.0000158","0.66","0.911","0.976"
"68","0.0000161","0.656","0.904","0.975"
"69","0.0000164","0.663","0.916","0.977"
"70","0.0000167","0.663","0.918","0.98"
"71","0.000017","0.664","0.925","0.985"
"72","0.0000173","0.661","0.921","0.985"
"73","0.0000176","0.664","0.925","0.985"
"74","0.000018","0.664","0.924","0.984"
"75","0.0000183","0.648","0.902","0.984"
"76","0.0000186","0.647","0.9","0.983"
"77","0.000019","0.646","0.898","0.983"
"78","0.0000193","0.651","0.904","0.981"
"79","0.0000197","0.652","0.904","0.981"
"80","0.0000201","0.659","0.913","0.98"
"81","0.0000204","0.664","0.919","0.979"
"82","0.0000208","0.662","0.916","0.978"
"83","0.0000212","0.659","0.911","0.977"
"84","0.0000216","0.647","0.892","0.975"
"85","0.000022","0.636","0.877","0.975"
"86","0.0000224","0.626","0.869","0.981"
"87","0.0000228","0.612","0.848","0.98"
