"Meas. Pts.","Sliding Speed","Friction Factor","Frictional Force","Normal Force"
"1","0.0000047","0.11","0.153","0.986"
"2","0.00000479","0.116","0.162","0.985"
"3","0.00000488","0.12","0.168","0.985"
"4","0.00000497","0.124","0.173","0.984"
"5","0.00000507","0.127","0.177","0.983"
"6","0.00000516","0.129","0.179","0.983"
"7","0.00000525","0.131","0.183","0.982"
"8","0.00000535","0.134","0.186","0.982"
"9","0.00000546","0.136","0.189","0.981"
"10","0.00000555","0.138","0.191","0.981"
"11","0.00000565","0.139","0.193","0.981"
"12","0.00000575","0.14","0.195","0.979"
"13","0.00000586","0.141","0.196","0.979"
"14","0.00000598","0.142","0.197","0.979"
"15","0.00000608","0.143","0.198","0.979"
"16","0.00000618","0.143","0.199","0.98"
"17","0.00000631","0.144","0.2","0.984"
"18","0.00000642","0.145","0.202","0.985"
"19","0.00000654","0.145","0.202","0.985"
"20","0.00000666","0.145","0.202","0.986"
"21","0.00000679","0.146","0.203","0.986"
"22","0.00000692","0.145","0.202","0.986"
"23","0.00000704","0.144","0.201","0.987"
"24","0.00000717","0.145","0.203","0.988"
"25","0.00000731","0.146","0.204","0.989"
"26","0.00000744","0.145","0.202","0.989"
"27","0.00000758","0.141","0.197","0.99"
"28","0.00000771","0.133","0.187","0.99"
"29","0.00000787","0.128","0.179","0.988"
"30","0.00000802","0.122","0.17","0.987"
"31","0.00000817","0.118","0.164","0.985"
"32","0.00000831","0.115","0.16","0.983"
"33","0.00000846","0.113","0.157","0.983"
"34","0.00000863","0.112","0.155","0.982"
"35","0.00000879","0.112","0.155","0.982"
"36","0.00000894","0.112","0.156","0.982"
"37","0.0000091","0.113","0.157","0.983"
"38","0.00000928","0.115","0.16","0.985"
"39","0.00000945","0.116","0.162","0.987"
"40","0.00000962","0.118","0.165","0.989"
"41","0.00000979","0.119","0.167","0.991"
"42","0.00000998","0.12","0.169","0.993"
"43","0.0000102","0.121","0.171","0.995"
"44","0.0000104","0.122","0.172","0.996"
"45","0.0000105","0.121","0.171","0.997"
"46","0.0000107","0.12","0.169","0.997"
"47","0.000011","0.119","0.168","0.998"
"48","0.0000112","0.117","0.166","0.998"
"49","0.0000114","0.117","0.165","0.997"
"50","0.0000116","0.117","0.164","0.995"
"51","0.0000118","0.115","0.162","0.996"
"52","0.000012","0.114","0.161","0.995"
"53","0.0000122","0.114","0.16","0.995"
"54","0.0000124","0.113","0.159","0.994"
"55","0.0000127","0.11","0.155","0.992"
"56","0.0000129","0.107","0.15","0.989"
"57","0.0000132","0.105","0.147","0.987"
"58","0.0000134","0.101","0.14","0.984"
"59","0.0000136","0.0952","0.132","0.98"
"60","0.0000139","0.0952","0.132","0.977"
"61","0.0000142","0.0961","0.133","0.976"
"62","0.0000144","0.097","0.134","0.976"
"63","0.0000147","0.0971","0.134","0.976"
"64","0.000015","0.0976","0.135","0.977"
"65","0.0000152","0.0981","0.136","0.977"
"66","0.0000155","0.0977","0.135","0.977"
"67","0.0000158","0.0973","0.134","0.977"
"68","0.0000161","0.0974","0.135","0.981"
"69","0.0000164","0.0984","0.137","0.982"
"70","0.0000167","0.097","0.135","0.982"
"71","0.000017","0.0961","0.133","0.982"
"72","0.0000173","0.0956","0.133","0.982"
"73","0.0000176","0.0956","0.133","0.981"
"74","0.000018","0.0946","0.131","0.982"
"75","0.0000183","0.0942","0.131","0.982"
"76","0.0000186","0.0936","0.13","0.981"
"77","0.000019","0.0927","0.129","0.982"
"78","0.0000194","0.0924","0.128","0.979"
"79","0.0000197","0.0913","0.127","0.979"
"80","0.0000201","0.0903","0.125","0.978"
"81","0.0000204","0.0891","0.123","0.977"
"82","0.0000208","0.088","0.122","0.976"
"83","0.0000212","0.086","0.119","0.982"
"84","0.0000216","0.0847","0.117","0.979"
"85","0.000022","0.0831","0.115","0.978"
"86","0.0000224","0.0818","0.113","0.976"
"87","0.0000228","0.0813","0.112","0.976"
"88","0.0000232","0.0804","0.111","0.975"
"89","0.0000237","0.0782","0.108","0.979"
"90","0.0000241","0.0764","0.105","0.975"
"91","0.0000246","0.075","0.103","0.971"
"92","0.000025","0.0731","0.1","0.969"
"93","0.0000255","0.0739","0.101","0.97"
"94","0.000026","0.0731","0.101","0.977"
"95","0.0000264","0.0747","0.103","0.979"
"96","0.0000269","0.075","0.104","0.978"
"97","0.0000274","0.0753","0.104","0.975"
"98","0.0000279","0.0756","0.104","0.974"
"99","0.0000285","0.077","0.106","0.973"
"100","0.000029","0.0773","0.106","0.972"
"101","0.0000295","0.0781","0.108","0.977"
"102","0.0000301","0.0799","0.11","0.976"
"103","0.0000306","0.0803","0.111","0.976"
"104","0.0000312","0.0805","0.112","0.982"
"105","0.0000318","0.0807","0.112","0.981"
"106","0.0000323","0.0809","0.112","0.98"
"107","0.0000329","0.0819","0.113","0.979"
"108","0.0000336","0.0816","0.113","0.977"
"109","0.0000342","0.0809","0.112","0.976"
"110","0.0000348","0.0796","0.11","0.976"
"111","0.0000355","0.0794","0.109","0.975"
"112","0.0000361","0.0784","0.108","0.974"
"113","0.0000368","0.0758","0.105","0.977"
"114","0.0000375","0.0744","0.103","0.978"
"115","0.0000382","0.0739","0.102","0.978"
"116","0.0000389","0.0751","0.104","0.983"
"117","0.0000396","0.0776","0.108","0.982"
"118","0.0000403","0.0799","0.111","0.979"
"119","0.0000411","0.0821","0.113","0.976"
"120","0.0000418","0.0819","0.113","0.976"
"121","0.0000426","0.0833","0.115","0.973"
"122","0.0000434","0.084","0.116","0.973"
"123","0.0000442","0.084","0.116","0.973"
"124","0.000045","0.0839","0.116","0.974"
"125","0.0000459","0.083","0.115","0.98"
"126","0.0000467","0.0823","0.114","0.982"
"127","0.0000476","0.0811","0.113","0.982"
"128","0.0000485","0.0828","0.115","0.981"
"129","0.0000494","0.0825","0.114","0.979"
"130","0.0000503","0.0827","0.114","0.977"
"131","0.0000512","0.0847","0.117","0.976"
"132","0.0000522","0.087","0.12","0.977"
"133","0.0000531","0.0871","0.12","0.975"
"134","0.0000541","0.0865","0.119","0.975"
"135","0.0000551","0.0861","0.119","0.977"
"136","0.0000561","0.0856","0.118","0.976"
"137","0.0000572","0.0882","0.122","0.976"
"138","0.0000582","0.0895","0.123","0.976"
"139","0.0000593","0.089","0.123","0.976"
"140","0.0000604","0.0891","0.123","0.975"
"141","0.0000615","0.0896","0.124","0.976"
"142","0.0000627","0.0897","0.124","0.977"
