"Meas. Pts.","Sliding Speed","Friction Factor","Frictional Force","Normal Force"
"1","0.00000508","0.433","0.594","0.971"
"2","0.00000488","0.639","0.87","0.963"
"3","0.00000475","0.598","0.813","0.962"
"4","0.00000562","0.589","0.811","0.974"
"5","0.00000557","0.588","0.802","0.964"
"6","0.00000511","0.598","0.809","0.957"
"7","0.00000524","0.598","0.814","0.964"
"8","0.00000536","0.6","0.818","0.963"
"9","0.00000546","0.601","0.821","0.965"
"10","0.00000557","0.604","0.823","0.964"
"11","0.00000566","0.606","0.826","0.964"
"12","0.00000576","0.606","0.833","0.973"
"13","0.00000587","0.605","0.833","0.974"
"14","0.00000598","0.607","0.834","0.971"
"15","0.00000609","0.604","0.837","0.979"
"16","0.00000621","0.61","0.841","0.976"
"17","0.00000651","0.614","0.845","0.973"
"18","0.00000639","0.622","0.851","0.968"
"19","0.00000653","0.625","0.853","0.964"
"20","0.0000067","0.636","0.87","0.966"
"21","0.0000068","0.647","0.891","0.974"
"22","0.00000691","0.655","0.902","0.975"
"23","0.00000704","0.665","0.918","0.976"
"24","0.00000715","0.669","0.929","0.982"
"25","0.00000732","0.673","0.934","0.982"
"26","0.00000744","0.674","0.936","0.983"
"27","0.00000758","0.682","0.948","0.982"
"28","0.00000769","0.683","0.949","0.982"
"29","0.00000787","0.688","0.956","0.983"
"30","0.00000809","0.691","0.96","0.982"
"31","0.0000081","0.688","0.956","0.983"
"32","0.00000831","0.683","0.949","0.983"
"33","0.00000852","0.68","0.945","0.983"
"34","0.00000861","0.675","0.938","0.983"
"35","0.0000088","0.674","0.937","0.983"
"36","0.00000894","0.668","0.929","0.983"
"37","0.00000912","0.665","0.924","0.983"
"38","0.00000929","0.662","0.92","0.983"
"39","0.00000944","0.657","0.913","0.983"
"40","0.00000963","0.654","0.909","0.982"
"41","0.0000098","0.65","0.903","0.983"
"42","0.00001","0.65","0.904","0.983"
"43","0.0000102","0.65","0.905","0.984"
"44","0.0000104","0.655","0.912","0.984"
"45","0.0000105","0.653","0.908","0.984"
"46","0.0000108","0.656","0.912","0.984"
"47","0.0000109","0.652","0.908","0.984"
"48","0.0000111","0.65","0.904","0.984"
"49","0.0000114","0.65","0.904","0.984"
"50","0.0000116","0.652","0.908","0.984"
"51","0.0000117","0.657","0.914","0.984"
"52","0.000012","0.659","0.917","0.984"
"53","0.0000122","0.653","0.909","0.984"
"54","0.0000125","0.652","0.908","0.984"
"55","0.0000127","0.656","0.914","0.984"
"56","0.0000129","0.659","0.917","0.984"
"57","0.0000132","0.654","0.91","0.984"
"58","0.0000134","0.651","0.906","0.985"
"59","0.0000136","0.653","0.909","0.985"
"60","0.0000139","0.664","0.925","0.985"
"61","0.0000141","0.666","0.927","0.984"
"62","0.0000144","0.677","0.943","0.985"
"63","0.0000147","0.687","0.957","0.985"
"64","0.000015","0.684","0.952","0.985"
"65","0.0000152","0.679","0.947","0.986"
"66","0.0000155","0.686","0.957","0.986"
"67","0.0000158","0.68","0.948","0.986"
"68","0.0000161","0.687","0.957","0.985"
"69","0.0000164","0.69","0.962","0.986"
"70","0.0000167","0.698","0.973","0.985"
"71","0.000017","0.693","0.966","0.986"
"72","0.0000173","0.69","0.962","0.986"
"73","0.0000176","0.685","0.954","0.986"
"74","0.0000179","0.69","0.962","0.986"
"75","0.0000183","0.697","0.972","0.986"
"76","0.0000186","0.699","0.975","0.986"
"77","0.000019","0.699","0.975","0.986"
"78","0.0000193","0.702","0.98","0.986"
"79","0.0000197","0.713","0.996","0.987"
"80","0.0000201","0.721","1.01","0.988"
"81","0.0000204","0.721","1.01","0.989"
"82","0.0000208","0.719","1.01","0.989"
"83","0.0000212","0.706","0.989","0.991"
"84","0.0000216","0.691","0.968","0.991"
"85","0.000022","0.68","0.954","0.992"
"86","0.0000224","0.665","0.934","0.993"
"87","0.0000228","0.675","0.949","0.994"
"88","0.0000232","0.674","0.948","0.995"
"89","0.0000237","0.665","0.936","0.995"
"90","0.0000241","0.661","0.931","0.996"
"91","0.0000246","0.671","0.946","0.997"
"92","0.000025","0.671","0.948","0.998"
"93","0.0000255","0.688","0.973","1"
"94","0.0000259","0.697","0.986","1"
"95","0.0000264","0.712","1.01","1"
"96","0.0000269","0.715","1.01","1"
"97","0.0000274","0.702","0.998","1"
"98","0.0000279","0.7","0.996","1.01"
"99","0.0000285","0.693","0.986","1.01"
"100","0.0000289","0.67","0.952","1.01"
"101","0.0000295","0.672","0.952","1"
"102","0.00003","0.657","0.932","1"
"103","0.0000306","0.651","0.923","1"
"104","0.0000312","0.65","0.922","1"
"105","0.0000318","0.648","0.92","1"
"106","0.0000324","0.647","0.919","1.01"
"107","0.0000329","0.649","0.925","1.01"
"108","0.0000334","0.668","0.95","1.01"
"109","0.0000343","0.669","0.953","1.01"
"110","0.0000348","0.669","0.955","1.01"
"111","0.0000355","0.652","0.932","1.01"
"112","0.0000361","0.631","0.902","1.01"
"113","0.0000368","0.622","0.89","1.01"
"114","0.0000375","0.625","0.896","1.01"
"115","0.0000382","0.632","0.907","1.01"
"116","0.0000389","0.663","0.953","1.02"
"117","0.0000396","0.673","0.97","1.02"
"118","0.0000403","0.697","1.01","1.02"
"119","0.0000411","0.72","1.04","1.02"
"120","0.0000418","0.735","1.07","1.03"
"121","0.0000426","0.729","1.06","1.03"
"122","0.0000434","0.714","1.04","1.03"
"123","0.0000442","0.687","1","1.03"
"124","0.000045","0.683","0.985","1.02"
"125","0.0000459","0.678","0.98","1.02"
"126","0.0000467","0.678","0.983","1.03"
"127","0.0000476","0.703","1.02","1.03"
"128","0.0000485","0.727","1.06","1.03"
"129","0.0000493","0.766","1.12","1.03"
"130","0.0000503","0.765","1.11","1.03"
"131","0.0000512","0.744","1.08","1.02"
"132","0.0000521","0.743","1.08","1.03"
"133","0.0000529","0.745","1.08","1.03"
"134","0.0000542","0.756","1.1","1.03"
"135","0.0000553","0.727","1.06","1.03"
"136","0.0000561","0.76","1.11","1.03"
