"Meas. Pts.","Friction Factor","Frictional Force","Sliding Speed","Normal Force"
"1","0.03159","0.0461","0.2821","1.032"
"2","0.0322","0.04699","0.277","1.032"
"3","0.03274","0.04779","0.272","1.032"
"4","0.03177","0.04641","0.267","1.033"
"5","0.03065","0.04463","0.2621","1.03"
"6","0.03178","0.04636","0.2574","1.032"
"7","0.03012","0.04381","0.2526","1.028"
"8","0.03104","0.0452","0.2481","1.029"
"9","0.03008","0.04372","0.2436","1.028"
"10","0.03031","0.04404","0.2391","1.027"
"11","0.02982","0.04335","0.2348","1.028"
"12","0.02984","0.04337","0.2305","1.028"
"13","0.02933","0.0426","0.2263","1.027"
"14","0.02894","0.04205","0.2222","1.027"
"15","0.02898","0.04207","0.2182","1.026"
"16","0.02857","0.0415","0.2142","1.027"
"17","0.02863","0.04161","0.2103","1.028"
"18","0.02821","0.0409","0.2064","1.025"
"19","0.02846","0.04135","0.2027","1.028"
"20","0.02779","0.04023","0.199","1.023"
"21","0.02823","0.041","0.1954","1.027"
"22","0.02716","0.03924","0.1918","1.022"
"23","0.02854","0.04141","0.1884","1.026"
"24","0.02734","0.03962","0.1849","1.025"
"25","0.02629","0.03795","0.1816","1.021"
"26","0.02704","0.03906","0.1783","1.021"
"27","0.02709","0.03919","0.175","1.023"
"28","0.02767","0.03993","0.1718","1.02"
"29","0.02749","0.0397","0.1687","1.021"
"30","0.02707","0.03911","0.1656","1.022"
"31","0.02662","0.03847","0.1626","1.022"
"32","0.02612","0.03754","0.1597","1.016"
"33","0.02657","0.0384","0.1567","1.022"
"34","0.02751","0.03984","0.1539","1.024"
"35","0.02683","0.03869","0.1511","1.02"
"36","0.02611","0.0376","0.1483","1.018"
"37","0.02716","0.03921","0.1456","1.021"
"38","0.02618","0.03778","0.143","1.02"
"39","0.0272","0.03919","0.1404","1.019"
"40","0.02622","0.03781","0.1379","1.02"
"41","0.02687","0.03887","0.1353","1.023"
"42","0.02658","0.03831","0.1328","1.019"
"43","0.02641","0.03803","0.1305","1.018"
"44","0.02691","0.03889","0.1281","1.022"
"45","0.02722","0.03922","0.1257","1.019"
"46","0.02677","0.03846","0.1234","1.016"
"47","0.02684","0.03864","0.1212","1.018"
"48","0.02688","0.03864","0.119","1.017"
"49","0.02705","0.03883","0.1168","1.015"
"50","0.02716","0.03902","0.1147","1.016"
"51","0.02718","0.03905","0.1126","1.016"
"52","0.02743","0.03947","0.1106","1.017"
"53","0.02763","0.03971","0.1086","1.016"
"54","0.02773","0.03975","0.1066","1.013"
"55","0.02791","0.04017","0.1046","1.018"
"56","0.02788","0.03987","0.1027","1.011"
"57","0.02791","0.04016","0.1009","1.017"
"58","0.02805","0.04026","0.09903","1.015"
"59","0.02858","0.04087","0.09723","1.011"
"60","0.0283","0.04037","0.09546","1.009"
"61","0.02857","0.04072","0.09372","1.008"
"62","0.02923","0.04176","0.09201","1.01"
"63","0.02862","0.04089","0.09034","1.01"
"64","0.02949","0.04256","0.08869","1.021"
"65","0.02951","0.04219","0.08708","1.011"
"66","0.0297","0.04257","0.0855","1.014"
"67","0.03008","0.04306","0.08394","1.012"
"68","0.03034","0.0436","0.08241","1.016"
"69","0.03015","0.04301","0.08091","1.009"
"70","0.0314","0.04505","0.07944","1.015"
"71","0.03077","0.04391","0.07799","1.009"
"72","0.03154","0.04522","0.07657","1.014"
"73","0.03202","0.04594","0.07518","1.015"
"74","0.03144","0.04472","0.07381","1.006"
"75","0.03211","0.04594","0.07247","1.012"
"76","0.03318","0.04773","0.07115","1.017"
"77","0.03298","0.04719","0.06986","1.012"
"78","0.03267","0.04623","0.06858","1.001"
"79","0.03328","0.04769","0.06734","1.013"
"80","0.03428","0.04899","0.06611","1.011"
"81","0.03482","0.05026","0.06491","1.021"
"82","0.03484","0.04961","0.06373","1.007"
"83","0.03513","0.05035","0.06257","1.013"
"84","0.03491","0.0499","0.06143","1.011"
"85","0.0349","0.0493","0.06031","0.9986"
"86","0.03549","0.04992","0.05921","0.9946"
"87","0.03603","0.0508","0.05813","0.9968"
"88","0.03658","0.05164","0.05708","0.9983"
"89","0.03695","0.05212","0.05604","0.9974"
"90","0.03727","0.05242","0.05502","0.9945"
"91","0.03735","0.05244","0.05402","0.9927"
"92","0.0377","0.05318","0.05303","0.9976"
"93","0.03864","0.05528","0.05207","1.012"
"94","0.03967","0.05678","0.05112","1.012"
"95","0.04011","0.05689","0.05019","1.003"
"96","0.04065","0.05866","0.04928","1.02"
"97","0.04141","0.05935","0.04838","1.013"
"98","0.04091","0.05818","0.0475","1.006"
"99","0.04169","0.05904","0.04663","1.001"
"100","0.04176","0.05918","0.04579","1.002"
"101","0.04289","0.06089","0.04495","1.004"
"102","0.04352","0.06291","0.04413","1.022"
"103","0.04344","0.06173","0.04333","1.005"
"104","0.04369","0.06145","0.04254","0.9946"
"105","0.04507","0.0641","0.04177","1.006"
"106","0.04537","0.06545","0.04101","1.02"
"107","0.04554","0.06469","0.04026","1.004"
"108","0.04595","0.06494","0.03953","0.9993"
"109","0.04708","0.06744","0.03881","1.013"
"110","0.04732","0.06741","0.0381","1.007"
"111","0.04752","0.06714","0.03741","0.999"
"112","0.04875","0.06984","0.03673","1.013"
"113","0.04892","0.06953","0.03606","1.005"
"114","0.04947","0.06986","0.0354","0.9985"
"115","0.0502","0.07183","0.03476","1.012"
"116","0.05022","0.07081","0.03413","0.9971"
"117","0.05098","0.07284","0.03351","1.01"
"118","0.0522","0.07461","0.0329","1.011"
"119","0.05242","0.07365","0.0323","0.9936"
"120","0.05277","0.07564","0.03171","1.013"
"121","0.05359","0.07614","0.03113","1.005"
"122","0.05434","0.07739","0.03057","1.007"
"123","0.0545","0.07718","0.03001","1.001"
"124","0.05568","0.07989","0.02946","1.015"
"125","0.05555","0.07804","0.02893","0.9933"
"126","0.05682","0.08174","0.0284","1.017"
"127","0.05687","0.0798","0.02788","0.9922"
"128","0.05815","0.08349","0.02738","1.015"
"129","0.05814","0.08223","0.02688","1"
"130","0.05945","0.08435","0.02639","1.003"
"131","0.06001","0.08583","0.02591","1.011"
"132","0.0602","0.08553","0.02544","1.005"
"133","0.06129","0.08604","0.02497","0.9926"
"134","0.06196","0.08994","0.02452","1.026"
"135","0.06166","0.08688","0.02407","0.9963"
"136","0.06434","0.08901","0.02364","0.9783"
"137","0.06365","0.09165","0.02321","1.018"
"138","0.0647","0.09286","0.02278","1.015"
"139","0.06469","0.09325","0.02237","1.019"
"140","0.06505","0.0903","0.02196","0.9815"
"141","0.0678","0.09342","0.02156","0.9743"
"142","0.06725","0.0952","0.02117","1.001"
"143","0.06812","0.09643","0.02078","1.001"
"144","0.06934","0.1001","0.02041","1.021"
"145","0.06852","0.0999","0.02003","1.031"
"146","0.07018","0.1012","0.01967","1.02"
"147","0.0705","0.1029","0.01931","1.032"
"148","0.07069","0.1031","0.01896","1.031"
"149","0.07202","0.104","0.01861","1.021"
"150","0.07252","0.106","0.01828","1.034"
"151","0.07269","0.1063","0.01794","1.034"
"152","0.07441","0.1073","0.01762","1.02"
"153","0.07584","0.1089","0.0173","1.016"
"154","0.07484","0.1066","0.01698","1.007"
"155","0.0767","0.1057","0.01667","0.9741"
"156","0.07867","0.1075","0.01637","0.9661"
"157","0.0782","0.1101","0.01607","0.9954"
"158","0.07758","0.1107","0.01578","1.009"
"159","0.07886","0.1143","0.01549","1.025"
"160","0.08072","0.1163","0.01521","1.019"
"161","0.08006","0.1122","0.01493","0.9914"
"162","0.08028","0.1098","0.01466","0.967"
"163","0.08214","0.1164","0.01439","1.002"
"164","0.08306","0.1217","0.01413","1.036"
"165","0.08256","0.1164","0.01387","0.997"
"166","0.08309","0.1136","0.01362","0.9667"
"167","0.08465","0.1213","0.01337","1.014"
"168","0.08648","0.1244","0.01313","1.017"
