"Meas. Pts.","Friction Factor","Frictional Force","Sliding Speed","Normal Force"
"1","0.03359","0.04928","0.2821","1.037"
"2","0.03293","0.04823","0.277","1.036"
"3","0.03099","0.0453","0.2719","1.033"
"4","0.0301","0.04391","0.267","1.032"
"5","0.03271","0.04786","0.2621","1.035"
"6","0.0307","0.04481","0.2573","1.032"
"7","0.03154","0.04608","0.2527","1.033"
"8","0.03029","0.04413","0.2481","1.03"
"9","0.0311","0.04536","0.2435","1.031"
"10","0.03071","0.0448","0.2391","1.031"
"11","0.03","0.0437","0.2348","1.03"
"12","0.02954","0.04302","0.2305","1.03"
"13","0.02959","0.04307","0.2263","1.029"
"14","0.02955","0.04301","0.2222","1.029"
"15","0.02927","0.04263","0.2181","1.03"
"16","0.02834","0.04115","0.2142","1.027"
"17","0.02825","0.04106","0.2103","1.028"
"18","0.02887","0.04201","0.2065","1.029"
"19","0.02823","0.04096","0.2027","1.026"
"20","0.02842","0.04126","0.199","1.027"
"21","0.02793","0.04052","0.1954","1.026"
"22","0.02871","0.04173","0.1918","1.028"
"23","0.0268","0.03884","0.1883","1.025"
"24","0.02775","0.04027","0.1849","1.026"
"25","0.02842","0.04133","0.1816","1.028"
"26","0.02775","0.04026","0.1782","1.026"
"27","0.02732","0.0396","0.175","1.025"
"28","0.02688","0.039","0.1718","1.026"
"29","0.02666","0.03866","0.1687","1.025"
"30","0.02671","0.03875","0.1656","1.026"
"31","0.02759","0.0399","0.1626","1.023"
"32","0.02763","0.0401","0.1596","1.026"
"33","0.02731","0.0395","0.1568","1.023"
"34","0.02619","0.03785","0.1539","1.022"
"35","0.02673","0.03866","0.1511","1.023"
"36","0.02745","0.03973","0.1483","1.024"
"37","0.02619","0.03786","0.1457","1.022"
"38","0.0274","0.03969","0.143","1.024"
"39","0.02622","0.03785","0.1404","1.021"
"40","0.02721","0.03928","0.1378","1.021"
"41","0.02635","0.03804","0.1353","1.021"
"42","0.02699","0.03909","0.1328","1.024"
"43","0.02718","0.03938","0.1305","1.024"
"44","0.02658","0.03828","0.1281","1.019"
"45","0.0266","0.03826","0.1258","1.017"
"46","0.0269","0.03895","0.1235","1.024"
"47","0.02708","0.03897","0.1212","1.017"
"48","0.02731","0.03943","0.119","1.021"
"49","0.02707","0.03906","0.1168","1.02"
"50","0.02712","0.03909","0.1147","1.019"
"51","0.0273","0.03934","0.1126","1.019"
"52","0.02738","0.03944","0.1106","1.018"
"53","0.02725","0.03916","0.1086","1.016"
"54","0.02742","0.03952","0.1066","1.019"
"55","0.02764","0.03972","0.1046","1.016"
"56","0.02763","0.03981","0.1027","1.019"
"57","0.02827","0.04061","0.1009","1.016"
"58","0.02832","0.04091","0.09903","1.022"
"59","0.02805","0.04045","0.09723","1.02"
"60","0.02832","0.04081","0.09546","1.019"
"61","0.02873","0.0414","0.09372","1.019"
"62","0.02843","0.04093","0.09201","1.018"
"63","0.02931","0.04242","0.09034","1.023"
"64","0.0292","0.04186","0.08869","1.014"
"65","0.02913","0.04172","0.08708","1.013"
"66","0.02987","0.04312","0.0855","1.021"
"67","0.02961","0.04233","0.08394","1.011"
"68","0.03022","0.04341","0.08241","1.016"
"69","0.03039","0.04379","0.08091","1.019"
"70","0.03008","0.04302","0.07944","1.011"
"71","0.03143","0.04517","0.07799","1.016"
"72","0.03069","0.04386","0.07657","1.01"
"73","0.03137","0.04496","0.07518","1.014"
"74","0.03226","0.04648","0.07381","1.019"
"75","0.03182","0.04559","0.07247","1.013"
"76","0.03184","0.04546","0.07115","1.01"
"77","0.03276","0.04688","0.06985","1.012"
"78","0.03339","0.04819","0.06858","1.02"
"79","0.03344","0.04797","0.06734","1.014"
"80","0.03287","0.04679","0.06611","1.007"
"81","0.03358","0.04788","0.06491","1.008"
"82","0.034","0.04883","0.06373","1.016"
"83","0.03469","0.04942","0.06257","1.007"
"84","0.03578","0.05159","0.06143","1.02"
"85","0.03609","0.05239","0.06031","1.026"
"86","0.03604","0.05208","0.05921","1.022"
"87","0.03631","0.05217","0.05813","1.016"
"88","0.03669","0.05251","0.05708","1.012"
"89","0.03709","0.05312","0.05604","1.013"
"90","0.03751","0.05393","0.05502","1.017"
"91","0.03805","0.05509","0.05402","1.024"
"92","0.03874","0.05631","0.05303","1.028"
"93","0.03933","0.0566","0.05207","1.018"
"94","0.03913","0.05564","0.05112","1.006"
"95","0.03901","0.05583","0.05019","1.012"
"96","0.03985","0.05674","0.04928","1.007"
"97","0.03952","0.05569","0.04838","0.9964"
"98","0.04101","0.05886","0.0475","1.015"
"99","0.04142","0.05905","0.04663","1.008"
"100","0.04229","0.06117","0.04579","1.023"
"101","0.04191","0.0597","0.04495","1.007"
"102","0.04226","0.05965","0.04413","0.998"
"103","0.0433","0.06198","0.04333","1.012"
"104","0.04389","0.06316","0.04254","1.017"
"105","0.0443","0.06321","0.04177","1.009"
"106","0.04427","0.06257","0.04101","0.9995"
"107","0.04543","0.06474","0.04026","1.008"
