"Meas. Pts.","Sliding Speed","Friction Factor","Frictional Force","Normal Force"
"1","0.00000511","0.379","0.534","0.995"
"2","0.00000483","0.609","0.852","0.989"
"3","0.00000481","0.596","0.833","0.988"
"4","0.00000497","0.599","0.831","0.98"
"5","0.00000506","0.598","0.82","0.97"
"6","0.00000514","0.597","0.814","0.965"
"7","0.00000527","0.594","0.812","0.966"
"8","0.00000533","0.593","0.81","0.966"
"9","0.00000544","0.592","0.811","0.968"
"10","0.00000568","0.348","0.478","0.971"
"11","0.00000611","0.555","0.764","0.974"
"12","0.00000578","0.609","0.835","0.97"
"13","0.00000579","0.605","0.834","0.975"
"14","0.00000582","0.601","0.833","0.98"
"15","0.00000616","0.611","0.845","0.977"
"16","0.0000062","0.616","0.848","0.974"
"17","0.00000632","0.616","0.85","0.976"
"18","0.00000643","0.613","0.852","0.982"
"19","0.00000655","0.61","0.845","0.98"
"20","0.00000667","0.612","0.846","0.978"
"21","0.00000679","0.612","0.845","0.975"
"22","0.00000692","0.612","0.843","0.974"
"23","0.00000702","0.612","0.842","0.972"
"24","0.00000718","0.609","0.84","0.975"
"25","0.00000731","0.605","0.838","0.979"
"26","0.00000745","0.616","0.855","0.981"
"27","0.00000758","0.619","0.859","0.981"
"28","0.0000077","0.615","0.853","0.981"
"29","0.00000787","0.622","0.862","0.981"
"30","0.00000801","0.619","0.858","0.98"
"31","0.00000816","0.622","0.862","0.981"
"32","0.00000832","0.632","0.876","0.98"
"33","0.00000846","0.639","0.886","0.98"
"34","0.00000861","0.642","0.889","0.98"
"35","0.00000877","0.647","0.896","0.979"
"36","0.00000894","0.657","0.915","0.985"
"37","0.0000091","0.663","0.925","0.987"
"38","0.00000928","0.676","0.944","0.987"
"39","0.00000947","0.69","0.964","0.988"
"40","0.0000096","0.692","0.966","0.987"
"41","0.00000979","0.689","0.963","0.988"
"42","0.00000997","0.692","0.967","0.988"
"43","0.0000102","0.698","0.975","0.987"
"44","0.0000104","0.708","0.988","0.987"
"45","0.0000106","0.708","0.989","0.987"
"46","0.0000107","0.707","0.986","0.986"
