"Meas. Pts.","Sliding Speed","Friction Factor","Frictional Force","Normal Force"
"1","0.00000486","0.647","0.903","0.987"
"2","0.0000051","0.618","0.866","0.99"
"3","0.00000501","0.608","0.845","0.983"
"4","0.00000505","0.609","0.84","0.976"
"5","0.0000051","0.611","0.836","0.968"
"6","0.00000518","0.61","0.84","0.973"
"7","0.00000525","0.611","0.838","0.97"
"8","0.00000534","0.614","0.839","0.966"
"9","0.00000547","0.614","0.842","0.97"
"10","0.00000559","0.614","0.845","0.974"
"11","0.00000564","0.611","0.845","0.978"
"12","0.00000578","0.61","0.841","0.975"
"13","0.00000587","0.608","0.841","0.979"
"14","0.00000598","0.607","0.837","0.975"
"15","0.00000607","0.606","0.833","0.972"
"16","0.00000621","0.604","0.828","0.969"
"17","0.00000629","0.6","0.825","0.972"
"18","0.00000644","0.598","0.823","0.974"
"19","0.00000648","0.583","0.816","0.99"
"20","0.00000667","0.599","0.838","0.989"
"21","0.0000068","0.605","0.846","0.99"
"22","0.00000691","0.605","0.847","0.99"
"23","0.00000704","0.603","0.845","0.99"
"24","0.00000718","0.606","0.849","0.991"
"25","0.0000073","0.604","0.847","0.992"
"26","0.00000745","0.607","0.852","0.992"
"27","0.00000758","0.607","0.852","0.992"
"28","0.00000773","0.607","0.853","0.993"
"29","0.00000786","0.608","0.855","0.994"
"30","0.00000803","0.613","0.861","0.994"
"31","0.00000816","0.61","0.858","0.995"
"32","0.00000831","0.606","0.852","0.994"
"33","0.00000848","0.605","0.851","0.996"
"34","0.00000861","0.604","0.851","0.996"
"35","0.00000879","0.61","0.86","0.997"
"36","0.00000893","0.612","0.863","0.998"
"37","0.00000911","0.611","0.862","0.998"
"38","0.00000928","0.61","0.86","0.998"
"39","0.00000946","0.612","0.865","0.999"
"40","0.00000964","0.619","0.875","1"
"41","0.0000098","0.62","0.877","1"
"42","0.00000999","0.621","0.879","1"
"43","0.0000102","0.627","0.887","1"
"44","0.0000104","0.631","0.893","1"
"45","0.0000105","0.629","0.892","1"
"46","0.0000108","0.633","0.897","1"
"47","0.0000109","0.632","0.897","1"
"48","0.0000111","0.626","0.889","1"
"49","0.0000114","0.625","0.887","1"
"50","0.0000116","0.625","0.888","1"
"51","0.0000118","0.616","0.876","1"
"52","0.000012","0.611","0.868","1"
"53","0.0000122","0.605","0.86","1.01"
"54","0.0000124","0.6","0.852","1"
"55","0.0000127","0.593","0.842","1"
"56","0.0000129","0.583","0.828","1"
"57","0.0000131","0.574","0.816","1.01"
"58","0.0000134","0.573","0.814","1.01"
"59","0.0000136","0.569","0.809","1.01"
